slurm-15878126_1120.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-10.aux,PADM,adapt,2,100,0.072683,Feasible,Proved,4161,1,3,4161,-8322,4161
slurm-15878126_1122.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-1.aux,PADM,adapt,2,100,0.093204,Feasible,Proved,416,1,3,416,-832,416
slurm-15878126_1124.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-2.aux,PADM,adapt,2,100,0.074547,Feasible,Proved,832,1,3,832,-1664,832
slurm-15878126_1126.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-3.aux,PADM,adapt,2,100,0.391688,Feasible,Proved,1248,1,3,1248,-2496,1248
slurm-15878126_1128.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-4.aux,PADM,adapt,2,100,0.087162,Feasible,Proved,1664,1,3,1664,-3328,1664
slurm-15878126_112.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/ex9_50_50.aux,PADM,adapt,2,100,3600.24,Infeasible,TimeLimit,1e+20,1,1,5202,-10404,5202
slurm-15878126_1130.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-5.aux,PADM,adapt,2,100,0.071287,Feasible,Proved,2080,1,3,2080,-4160,2080
slurm-15878126_1132.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-6.aux,PADM,adapt,2,100,0.412035,Feasible,Proved,2497,1,3,2497,-4994,2497
slurm-15878126_1134.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-7.aux,PADM,adapt,2,100,0.077414,Feasible,Proved,2913,1,3,2913,-5826,2913
slurm-15878126_1136.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-8.aux,PADM,adapt,2,100,0.091198,Feasible,Proved,3329,1,3,3329,-6658,3329
slurm-15878126_1138.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-6-9.aux,PADM,adapt,2,100,0.104683,Feasible,Proved,3745,1,3,3745,-7490,3745
slurm-15878126_1140.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-10.aux,PADM,adapt,2,100,0.086021,Feasible,Proved,4208,1,3,4208,-8416,4208
slurm-15878126_1142.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-1.aux,PADM,adapt,2,100,0.099446,Feasible,Proved,420,1,3,420,-840,420
slurm-15878126_1144.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-2.aux,PADM,adapt,2,100,0.947441,Feasible,Proved,840,1,3,840,-1680,840
slurm-15878126_1146.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-3.aux,PADM,adapt,2,100,1.65741,Feasible,Proved,1262,1,3,1262,-2524,1262
slurm-15878126_1148.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-4.aux,PADM,adapt,2,100,1.04086,Feasible,Proved,1682,1,3,1682,-3364,1682
slurm-15878126_114.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-general/fast0507-0.100000.aux,PADM,adapt,2,100,3600.2,Infeasible,TimeLimit,1e+20,1,1,12409,-24821,12406
slurm-15878126_1150.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-5.aux,PADM,adapt,2,100,0.102849,Feasible,Proved,2104,1,3,2104,-4208,2104
slurm-15878126_1152.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-6.aux,PADM,adapt,2,100,0.108848,Feasible,Proved,2524,1,3,2524,-5048,2524
slurm-15878126_1154.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-7.aux,PADM,adapt,2,100,0.07542,Feasible,Proved,2946,1,3,2946,-5892,2946
slurm-15878126_1156.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-8.aux,PADM,adapt,2,100,0.086984,Feasible,Proved,3366,1,3,3366,-6732,3366
slurm-15878126_1158.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-7-9.aux,PADM,adapt,2,100,0.073941,Feasible,Proved,3788,1,3,3788,-7576,3788
slurm-15878126_1160.out:result,/home/utr_lefebvre/counterfactual-new/code/bobilib/data//binary-linking-interdiction/interKP-100-100-8-10.aux,PADM,adapt,2,100,0.108988,Feasible,Proved,5158,1,3,5158,-10316,5158
