instance,method,time,best_obj
OR10x500-0.50_7.dat-100,MibS-First,84.0,149764.0
bmilplib_210_6,MibS-First,0.0,-84.0
OR30x250-0.50_5.dat-50,MibS-First,3600,1e+20
normalClique60-70-2,MibS-First,0.0,12.0
neos-476283_0_100,MibS-First,3600,1e+20
OR5x500-0.75_8.dat-100,MibS-First,115.0,102374.0
OR10x250-0.75_7.dat-100,MibS-First,26.0,56330.0
mushroom-best_0_100,MibS-First,3600,1e+20
BCPIns_10_9_9.txt_trad.txt_K10,MibS-First,0.0,5.0
K5050W19.KNP,MibS-First,1.0,12345.0
OR30x250-0.75_10.dat-0,MibS-First,3600,1e+20
OR10x100-0.75_4.dat-100,MibS-First,4.0,23513.0
interKP-100-100-9-5,MibS-First,0.0,3533.0
interKP-100-100-9-4,MibS-First,0.0,2978.0
interKP-300-100-9-1,MibS-First,0.0,2546.0
OR5x250-0.75_10.dat-0,MibS-First,366.0,56159.0
OR5x250-0.50_5.dat-50,MibS-First,65.0,87739.0
interdiction40-3,MibS-First,0.0,959.0
interdiction40-2,MibS-First,0.0,762.0
OR30x100-0.25_8.dat-100,MibS-First,1.0,25112.0
OR10x250-0.50_6.dat-50,MibS-First,3600,1e+20
pg_50_50,MibS-First,3600,1e+20
interKP-500-100-4-7,MibS-First,0.0,17270.0
interKP-500-100-4-6,MibS-First,0.0,14876.0
xuLarge1000-10,MibS-First,12.0,-96.0
interKP-300-100-8-8,MibS-First,19.0,5706.0
interKP-300-100-3-10,MibS-First,3600,1e+20
irish-electricity_0_100,MibS-First,3600,1e+20
pb1.dat-0,MibS-First,1.0,2972.0
OR30x500-0.25_6.dat-50,MibS-First,3600,1e+20
tanglegram1_100_0,MibS-First,3600,1e+20
interKP-300-100-8-9,MibS-First,24.0,2864.0
interKP-500-100-8-5,MibS-First,45.0,13436.0
glass-sc_100_0,MibS-First,3600,1e+20
neos-5188808-nattai_100_0,MibS-First,3600,1e+20
interKP-500-100-8-4,MibS-First,26.0,10998.0
weish19.dat-100,MibS-First,0.0,7926.0
neos-1445765_50_50,MibS-First,3600,1e+20
interKP-300-100-5-2,MibS-First,4.0,3585.0
weish27.dat-100,MibS-First,1.0,9455.0
interKP-100-100-5-7,MibS-First,2.0,3787.0
OR5x100-0.75_1.dat-100,MibS-First,4.0,21296.0
BCPIns_15_9_5.txt_trad.txt_K24,MibS-First,0.0,7.0
interKP-100-100-5-6,MibS-First,1.0,3276.0
interKP-300-100-5-3,MibS-First,8.0,5052.0
uct-subprob_50_50,MibS-First,3600,1e+20
OR10x250-0.75_10.dat-100,MibS-First,20.0,52728.0
OR5x100-0.25_6.dat-50,MibS-First,4.0,24519.0
xuLarge800-9,MibS-First,9.0,-12.0584
bmilplib_460_3,MibS-First,3.0,24.7556
h80x6320d_50_50,MibS-First,3600,1e+20
xuLarge800-8,MibS-First,12.0,-44.761
bmilplib_460_2,MibS-First,1.0,-133.0
interKP-400-100-7-7,MibS-First,0.0,13534.0
BCPIns_10_9_1.txt_trad.txt_K10,MibS-First,0.0,5.0
OR30x100-0.25_9.dat-0,MibS-First,523.0,22665.0
interKP-400-100-7-6,MibS-First,0.0,11600.0
OR30x250-0.75_8.dat-0,MibS-First,3600,1e+20
OR30x250-0.50_1.dat-0,MibS-First,3600,1e+20
interKP-400-100-6-10,MibS-First,71.0,697.0
BCPIns_8_7_7.txt_trad.txt_K5,MibS-First,0.0,3.0
OR10x100-0.25_5.dat-50,MibS-First,82.0,22055.0
OR30x100-0.50_7.dat-0,MibS-First,1032.0,41072.0
neos-4954672-berkel_0_100,MibS-First,3600,1e+20
OR10x500-0.25_2.dat-100,MibS-First,27.0,127459.0
nursesched-sprint02_0_100,MibS-First,3600,1e+20
interKP-200-100-6-2,MibS-First,0.0,1855.0
bmilplib_360_3,MibS-First,1.0,-50.1364
OR30x500-0.50_1.dat-0,MibS-First,3600,1e+20
OR30x500-0.75_8.dat-0,MibS-First,3600,1e+20
bmilplib_360_2,MibS-First,1.0,-85.2
interKP-200-100-6-3,MibS-First,0.0,2782.0
OR5x500-0.25_7.dat-100,MibS-First,28.0,118599.0
OR10x250-0.25_8.dat-100,MibS-First,10.0,61592.0
OR30x500-0.50_4.dat-100,MibS-First,70.0,147747.0
pet4.dat-50,MibS-First,0.0,6280.0
bmilplib_110_8,MibS-First,0.0,-66.4333
gmu-35-40_0_100,MibS-First,3600,1e+20
neos-848589_100_0,MibS-First,3600,1e+20
bmilplib_110_9,MibS-First,0.0,-80.7143
OR30x250-0.75_4.dat-100,MibS-First,21.0,54898.0
OR30x250-0.75_7.dat-50,MibS-First,3600,1e+20
weish08.dat-50,MibS-First,0.0,5682.0
OR10x500-0.75_6.dat-100,MibS-First,100.0,106308.0
2AP05-1,MibS-First,0.0,-31.0
OR10x100-0.75_10.dat-50,MibS-First,5.0,60218.0
normalClique60-70-9,MibS-First,0.0,12.0
square41_50_50,MibS-First,3600,1e+20
rndgraph-50_1-5-3_015,MibS-First,0.0,4.0
OR5x250-0.75_9.dat-100,MibS-First,19.0,54984.0
BCPIns_8_9_2.txt_trad.txt_K7,MibS-First,0.0,4.0
OR10x500-0.75_3.dat-50,MibS-First,3600,1e+20
normalClique60-70-8,MibS-First,0.0,12.0
OR10x250-0.50_6.dat-100,MibS-First,18.0,76052.0
OR5x100-0.50_2.dat-50,MibS-First,9.0,35813.0
OR30x100-0.25_6.dat-0,MibS-First,3600,1e+20
stein45-0.500000,MibS-First,0.0,32.0
supportcase6_50_50,MibS-First,3600,1e+20
OR5x500-0.50_9.dat-100,MibS-First,76.0,154073.0
bab5_100_0,MibS-First,3600,1e+20
interKP-200-100-1-4,MibS-First,6.0,4108.0
OR10x100-0.50_1.dat-50,MibS-First,121.0,33620.0
OR30x500-0.25_9.dat-50,MibS-First,3600,1e+20
interKP-200-100-1-5,MibS-First,8.0,4148.0
OR30x250-0.75_7.dat-0,MibS-First,3600,1e+20
interKP-400-100-1-9,MibS-First,57.0,3965.0
plusBCPIns_8_9_3,MibS-First,0.0,5.0
plusBCPIns_8_9_2,MibS-First,0.0,6.0
OR30x100-0.50_8.dat-0,MibS-First,3285.0,42738.0
mik-250-20-75-4_50_50,MibS-First,3600,1e+20
interKP-400-100-1-8,MibS-First,52.0,5612.0
OR30x100-0.75_1.dat-0,MibS-First,615.0,21185.0
OR10x250-0.50_9.dat-50,MibS-First,3600,1e+20
normalClique40-70-5,MibS-First,0.0,11.0
K5040W07.KNP,MibS-First,1.0,10197.0
normalClique40-70-4,MibS-First,0.0,10.0
OR30x500-0.75_7.dat-0,MibS-First,3600,1e+20
cvs16r128-89_100_0,MibS-First,3600,1e+20
OR5x500-0.75_3.dat-100,MibS-First,124.0,104502.0
BCPIns_12_7_4.txt_trad.txt_K12,MibS-First,0.0,5.0
cov1075_100_0,MibS-First,3600,1e+20
OR5x250-0.50_3.dat-100,MibS-First,18.0,78199.0
cost266-UUE_100_0,MibS-First,3600,1e+20
interKP-300-100-2-4,MibS-First,0.0,6211.0
interKP-100-100-2-1,MibS-First,0.0,577.0
interKP-300-100-2-5,MibS-First,18.0,7269.0
OR5x250-0.25_1.dat-50,MibS-First,44.0,55192.0
momentum1_100_0,MibS-First,3600,1e+20
weish07.dat-50,MibS-First,0.0,5682.0
interKP-500-100-2-9,MibS-First,98.0,9122.0
OR30x250-0.75_8.dat-50,MibS-First,3600,1e+20
miblp_20_15_50_0110_10_2,MibS-First,0.0,-282.0
K5030W17.KNP,MibS-First,0.0,8171.0
miblp_20_15_50_0110_10_3,MibS-First,0.0,-28.0
interKP-500-100-2-8,MibS-First,82.0,12603.0
general30-20-20-20-20-5,MibS-First,0.0,399823.0
sp98ar_100_0,MibS-First,3600,1e+20
general30-20-20-20-20-4,MibS-First,0.0,299757.0
opm2-z7-s2_0_100,MibS-First,554.0,-4403.0
OR10x250-0.25_2.dat-50,MibS-First,2616.0,60777.0
general30-20-10-20-20-2,MibS-First,0.0,100020.0
neos-2657525-crna_50_50,MibS-First,3600,1e+20
mine-166-5_50_50,MibS-First,3600,1e+20
interKP-100-100-3-9,MibS-First,2.0,2296.0
general30-20-10-20-20-3,MibS-First,0.0,100032.0
weish24.dat-0,MibS-First,0.0,10646.0
interKP-100-100-3-8,MibS-First,3.0,2933.0
interKP-500-100-3-1,MibS-First,5.0,3385.0
OR5x100-0.25_5.dat-100,MibS-First,2.0,24344.0
neos-3754480-nidda_50_50,MibS-First,3600,1e+20
OR30x500-0.50_2.dat-50,MibS-First,3600,1e+20
K5030W10.KNP,MibS-First,0.0,4956.0
OR30x500-0.50_10.dat-50,MibS-First,3600,1e+20
air05-0.900000,MibS-First,3600,1e+20
neos-5114902-kasavu_0_100,MibS-First,3600,1e+20
OR30x100-0.50_6.dat-100,MibS-First,4.0,31040.0
OR5x100-0.25_9.dat-50,MibS-First,5.0,22661.0
general30-30-30-20-20-9,MibS-First,0.0,299886.0
OR30x250-0.75_10.dat-50,MibS-First,3600,1e+20
K5010W18.KNP,MibS-First,0.0,3357.0
general30-30-30-20-20-8,MibS-First,0.0,299932.0
bmilplib_110_2,MibS-First,0.0,60.8669
normalClique50-90-1,MibS-First,0.0,21.0
OR30x500-0.75_5.dat-100,MibS-First,88.0,106164.0
hp1.dat-50,MibS-First,0.0,3698.0
bmilplib_110_3,MibS-First,0.0,-137.565
OR30x250-0.50_5.dat-100,MibS-First,18.0,75191.0
OR10x500-0.50_1.dat-50,MibS-First,3600,1e+20
OR30x100-0.25_9.dat-50,MibS-First,77.0,24619.0
interKP-200-100-6-8,MibS-First,4.0,7421.0
bmilplib_360_9,MibS-First,1.0,-125.0
miblp_20_20_50_0110_5_7,MibS-First,0.0,-547.0
OR10x500-0.25_9.dat-100,MibS-First,27.0,123911.0
bmilplib_360_8,MibS-First,3.0,22.1568
OR5x250-0.25_6.dat-100,MibS-First,8.0,63066.0
OR5x500-0.50_2.dat-50,MibS-First,254.0,167288.0
general20-20-10-20-20-1,MibS-First,0.0,100023.0
interKP-200-100-6-9,MibS-First,4.0,8348.0
neos-662469_100_0,MibS-First,3600,1e+20
miblp_20_20_50_0110_5_6,MibS-First,0.0,-1047.0
interKP-400-100-6-5,MibS-First,16.0,9580.0
neos8_0_100,MibS-First,3600,1e+20
plusBCPIns_10_7_5,MibS-First,0.0,5.0
BCPIns_8_9_6.txt_trad.txt_K7,MibS-First,0.0,4.0
OR10x100-0.75_3.dat-50,MibS-First,22.0,22264.0
K5040W12.KNP,MibS-First,0.0,11030.0
gmu-35-50_100_0,MibS-First,3600,1e+20
pb6.dat-0,MibS-First,0.0,776.0
plusBCPIns_10_7_4,MibS-First,0.0,5.0
interKP-400-100-6-4,MibS-First,0.0,7664.0
neos-4763324-toguru_100_0,MibS-First,3600,1e+20
general20-20-20-20-20-7,MibS-First,0.0,299811.0
n5-3_0_100,MibS-First,3600,1e+20
OR10x250-0.25_3.dat-100,MibS-First,7.0,63543.0
general20-20-20-20-20-6,MibS-First,0.0,100194.0
pet7.dat-100,MibS-First,2.0,8665.0
OR5x250-0.50_10.dat-100,MibS-First,16.0,75944.0
xuLarge800-3,MibS-First,9.0,-20.8215
OR5x250-0.75_8.dat-50,MibS-First,33.0,54062.0
bmilplib_460_9,MibS-First,2.0,-73.3938
stein45-0.100000,MibS-First,10.0,31.0
xuLarge800-2,MibS-First,12.0,-27.4367
BCPIns_12_9_4.txt_trad.txt_K15,MibS-First,0.0,6.0
weish23.dat-50,MibS-First,0.0,8199.0
interKP-200-100-7-1,MibS-First,0.0,936.0
bmilplib_460_8,MibS-First,4.0,-30.0585
K5040W15.KNP,MibS-First,0.0,8614.0
lectsched-4-obj_0_100,MibS-First,3600,1e+20
OR30x250-0.25_1.dat-50,MibS-First,3600,1e+20
interKP-300-100-5-8,MibS-First,21.0,6640.0
irp_50_50,MibS-First,3600,1e+20
interKP-300-100-5-9,MibS-First,24.0,3904.0
interKP-100-100-3-10,MibS-First,1.0,1666.0
interKP-500-100-5-5,MibS-First,30.0,12808.0
interKP-500-100-5-4,MibS-First,25.0,10542.0
OR30x500-0.25_8.dat-0,MibS-First,3600,1e+20
general20-20-10-20-20-10,MibS-First,0.0,99761.0
interKP-300-100-8-2,MibS-First,4.0,3674.0
interKP-100-100-8-7,MibS-First,3.0,3356.0
air04_100_0,MibS-First,3600,1e+20
K5030W05.KNP,MibS-First,0.0,12505.0
interKP-100-100-8-6,MibS-First,3.0,2914.0
interKP-300-100-8-3,MibS-First,12.0,5230.0
neos-3627168-kasai_50_50,MibS-First,3600,1e+20
OR30x100-0.25_3.dat-100,MibS-First,1.0,23988.0
OR30x500-0.50_6.dat-0,MibS-First,3600,1e+20
interdiction40-9,MibS-First,0.0,508.0
interKP-100-100-4-5,MibS-First,0.0,2255.0
interdiction40-8,MibS-First,0.0,243.0
BCPIns_15_7_3.txt_trad.txt_K19,MibS-First,0.0,6.0
interKP-100-100-4-4,MibS-First,0.0,1808.0
interKP-300-100-4-1,MibS-First,0.0,1547.0
OR30x100-0.75_9.dat-0,MibS-First,1391.0,18911.0
bmilplib_60_5,MibS-First,0.0,2.76615
interdiction35-6,MibS-First,0.0,734.0
OR5x500-0.25_9.dat-50,MibS-First,266.0,115734.0
rndgraph-50_1-3-3_002,MibS-First,0.0,47.0
OR30x250-0.50_6.dat-0,MibS-First,3600,1e+20
bmilplib_60_4,MibS-First,0.0,-209.0
interdiction35-7,MibS-First,0.0,642.0
seymour-0.900000,MibS-First,3600,1e+20
BCPIns_15_9_10.txt_trad.txt_K24,MibS-First,0.0,8.0
OR30x100-0.50_2.dat-50,MibS-First,747.0,34664.0
tree-80_3-3-3_004,MibS-First,0.0,75.0
K5030W02.KNP,MibS-First,0.0,7424.0
OR10x100-0.50_5.dat-100,MibS-First,4.0,29801.0
fiball_100_0,MibS-First,3600,1e+20
interKP-500-100-9-7,MibS-First,0.0,21172.0
OR30x250-0.25_8.dat-0,MibS-First,3600,1e+20
weish12.dat-100,MibS-First,0.0,5639.0
xuLarge600-1,MibS-First,4.0,-35.5023
interKP-500-100-9-6,MibS-First,0.0,19455.0
timtab1_50_50,MibS-First,3600,1e+20
general30-30-20-20-20-2,MibS-First,0.0,300053.0
general30-30-20-20-20-3,MibS-First,0.0,199678.0
OR30x100-0.75_10.dat-0,MibS-First,240.0,60603.0
supportcase12_50_50,MibS-First,3600,1e+20
BCPIns_15_7_4.txt_trad.txt_K19,MibS-First,0.0,7.0
neos-5052403-cygnet_0_100,MibS-First,3600,1e+20
mas74_0_100,MibS-First,1082.0,1000000000000.0
OR30x100-0.50_5.dat-50,MibS-First,3600,1e+20
tbfp-network_50_50,MibS-First,3600,1e+20
fast0507_100_0,MibS-First,3600,1e+20
interKP-500-100-7-9,MibS-First,0.0,21126.0
OR10x250-0.25_7.dat-100,MibS-First,9.0,61691.0
interKP-500-100-7-8,MibS-First,0.0,18778.0
ns1688347_100_0,MibS-First,3600,1e+20
OR5x500-0.25_8.dat-100,MibS-First,36.0,117974.0
interKP-300-100-7-4,MibS-First,0.0,5788.0
interKP-100-100-7-1,MibS-First,0.0,420.0
OR30x500-0.75_7.dat-50,MibS-First,3600,1e+20
pet3.dat-100,MibS-First,0.0,3835.0
tree-25_2-2-2_002,MibS-First,0.0,22.0
normalClique60-90-10,MibS-First,0.0,25.0
interKP-300-100-7-5,MibS-First,0.0,7236.0
core2536-691_0_100,MibS-First,3600,1e+20
cap6000-0.100000,MibS-First,917.0,-1734110.0
pb7.dat-0,MibS-First,2.0,491.0
qap10_50_50,MibS-First,3600,1e+20
OR5x250-0.25_2.dat-100,MibS-First,9.0,60499.0
ic97_potential_50_50,MibS-First,3600,1e+20
BCPIns_10_7_8.txt_trad.txt_K8,MibS-First,0.0,4.0
interKP-500-100-6-1,MibS-First,0.0,2325.0
general30-30-10-20-20-5,MibS-First,0.0,200022.0
general30-30-10-20-20-4,MibS-First,0.0,99583.0
OR30x500-0.75_1.dat-100,MibS-First,122.0,104666.0
tree-80_2-2-2_002,MibS-First,0.0,76.0
normalClique40-90-1,MibS-First,0.0,20.0
interKP-100-100-6-9,MibS-First,1.0,2076.0
iis-100-0-cov_0_100,MibS-First,3600,1e+20
interKP-100-100-6-8,MibS-First,0.0,3329.0
ex10_50_50,MibS-First,3600,1e+20
OR30x250-0.50_1.dat-100,MibS-First,17.0,76643.0
2AP05-10,MibS-First,0.0,-21.0
T1-5-2,MibS-First,5.0,-209.0
OR30x250-0.25_6.dat-50,MibS-First,3600,1e+20
macrophage_50_50,MibS-First,3600,1e+20
interKP-400-100-4-9,MibS-First,0.0,17958.0
rmatr100-p5_100_0,MibS-First,3600,1e+20
2AP05-11,MibS-First,0.0,-36.0
OR10x100-0.50_1.dat-100,MibS-First,4.0,29894.0
T1-5-3,MibS-First,705.0,-169.0
OR30x250-0.25_9.dat-0,MibS-First,3600,1e+20
neos-3754224-navua_100_0,MibS-First,3600,1e+20
interKP-400-100-4-8,MibS-First,0.0,16098.0
interKP-200-100-4-4,MibS-First,0.0,3977.0
weish24.dat-50,MibS-First,0.0,10623.0
stein27-0.500000,MibS-First,0.0,19.0
weish28.dat-100,MibS-First,1.0,9497.0
interKP-200-100-4-5,MibS-First,0.0,4957.0
weish16.dat-100,MibS-First,0.0,6155.0
interKP-400-100-9-3,MibS-First,0.0,9320.0
bmilplib_260_2,MibS-First,0.0,-58.4181
K5030W20.KNP,MibS-First,0.0,4672.0
neos-916792_0_100,MibS-First,3600,1e+20
bmilplib_260_3,MibS-First,0.0,-62.0595
OR30x250-0.50_7.dat-0,MibS-First,3600,1e+20
interKP-400-100-9-2,MibS-First,0.0,6520.0
weish19.dat-50,MibS-First,0.0,7610.0
BCPIns_12_9_3.txt_trad.txt_K15,MibS-First,0.0,7.0
mas76_100_0,MibS-First,3600,1e+20
OR30x100-0.75_8.dat-0,MibS-First,619.0,19601.0
neos-950242_100_0,MibS-First,3600,1e+20
OR30x100-0.50_1.dat-0,MibS-First,1243.0,40827.0
OR5x500-0.75_10.dat-0,MibS-First,3600,1e+20
neos-4387871-tavua_0_100,MibS-First,3600,1e+20
interKP-400-100-5-1,MibS-First,2.0,2715.0
general20-20-20-20-20-10,MibS-First,0.0,199864.0
highschool1-aigio_100_0,MibS-First,3600,1e+20
OR30x500-0.50_7.dat-0,MibS-First,3600,1e+20
OR10x100-0.75_4.dat-50,MibS-First,15.0,56006.0
nw04_0_100,MibS-First,3600,1e+20
mad_0_100,MibS-First,3600,1e+20
neos-1337307_100_0,MibS-First,3600,1e+20
OR30x100-0.25_7.dat-100,MibS-First,1.0,29314.0
OR5x500-0.50_5.dat-50,MibS-First,404.0,170599.0
n4-3_100_0,MibS-First,3600,1e+20
OR10x500-0.50_6.dat-50,MibS-First,3600,1e+20
OR5x100-0.50_4.dat-100,MibS-First,4.0,33094.0
xuLarge900-8,MibS-First,10.0,-86.0
OR30x500-0.25_9.dat-0,MibS-First,3600,1e+20
gen-ip002_0_100,MibS-First,132.0,-2149.72
T1-9-1,MibS-First,16.0,-148.0
xuLarge900-9,MibS-First,21.0,13.4416
interKP-200-100-8-6,MibS-First,6.0,6498.0
rndgraph-80_1-3-3_012,MibS-First,0.0,4.0
OR5x100-0.75_7.dat-50,MibS-First,7.0,24864.0
neos-5104907-jarama_50_50,MibS-First,3600,1e+20
interKP-200-100-8-7,MibS-First,3.0,7544.0
OR10x250-0.75_8.dat-100,MibS-First,22.0,59036.0
satellites1-25_100_0,MibS-First,3600,1e+20
OR30x100-0.75_7.dat-50,MibS-First,426.0,21075.0
OR5x500-0.75_7.dat-100,MibS-First,126.0,104679.0
OR10x500-0.50_8.dat-100,MibS-First,69.0,147014.0
biella1_0_100,MibS-First,3600,1e+20
mine-90-10_50_50,MibS-First,3600,1e+20
OR5x250-0.50_7.dat-100,MibS-First,16.0,76937.0
OR30x500-0.25_1.dat-0,MibS-First,3600,1e+20
OR30x500-0.50_5.dat-50,MibS-First,3600,1e+20
OR30x250-0.25_4.dat-100,MibS-First,6.0,59622.0
xuLarge800-10,MibS-First,7.0,-23.4667
OR30x500-0.75_10.dat-0,MibS-First,3600,1e+20
normalClique50-70-5,MibS-First,0.0,11.0
OR30x500-0.75_6.dat-0,MibS-First,3600,1e+20
normalClique50-70-4,MibS-First,0.0,11.0
OR10x250-0.25_5.dat-50,MibS-First,3600,1e+20
cap6000-0.500000,MibS-First,901.0,-1169220.0
OR30x100-0.50_9.dat-0,MibS-First,3600,1e+20
K5020W08.KNP,MibS-First,0.0,3455.0
OR30x250-0.75_6.dat-0,MibS-First,3600,1e+20
neos-957323_0_100,MibS-First,3600,1e+20
OR10x500-0.75_2.dat-100,MibS-First,120.0,106469.0
neos18_100_0,MibS-First,3600,1e+20
s100_0_100,MibS-First,3600,1e+20
OR30x100-0.25_7.dat-0,MibS-First,3600,1e+20
OR5x250-0.25_6.dat-50,MibS-First,35.0,58016.0
interKP-100-100-1-5,MibS-First,1.0,2455.0
OR10x250-0.50_2.dat-100,MibS-First,20.0,74852.0
interdiction45-9,MibS-First,0.0,243.0
interKP-100-100-6-10,MibS-First,1.0,1502.0
interKP-100-100-1-4,MibS-First,1.0,2131.0
interKP-300-100-1-1,MibS-First,3.0,4386.0
interdiction45-8,MibS-First,0.0,1828.0
OR30x250-0.25_1.dat-0,MibS-First,3600,1e+20
weish09.dat-100,MibS-First,0.0,4679.0
OR30x100-0.50_2.dat-100,MibS-First,3.0,31795.0
interKP-400-100-3-5,MibS-First,28.0,10960.0
bmilplib_310_6,MibS-First,1.0,10.3481
general20-30-10-20-20-7,MibS-First,0.0,399959.0
ran14x18-disj-8_50_50,MibS-First,3600,1e+20
general20-30-10-20-20-6,MibS-First,0.0,199669.0
interKP-400-100-3-4,MibS-First,18.0,8974.0
bmilplib_310_7,MibS-First,0.0,-142.0
K5050W18.KNP,MibS-First,1.0,11620.0
interKP-200-100-3-8,MibS-First,4.0,8521.0
interKP-200-100-3-9,MibS-First,6.0,9526.0
BCPIns_12_7_3.txt_trad.txt_K12,MibS-First,0.0,5.0
OR5x100-0.25_1.dat-100,MibS-First,2.0,24489.0
plusBCPIns_12_7_1,MibS-First,0.0,5.0
rndgraph-80_3-3-3_006,MibS-First,0.0,4.0
weish25.dat-0,MibS-First,0.0,9458.0
weish30.dat-0,MibS-First,0.0,10699.0
bmilplib_410_6,MibS-First,0.0,-98.25
bab6_0_100,MibS-First,3600,1e+20
OR5x500-0.75_7.dat-50,MibS-First,241.0,106845.0
bmilplib_410_7,MibS-First,0.0,-95.0
noswot_100_0,MibS-First,3600,1e+20
iis-bupa-cov_50_50,MibS-First,3600,1e+20
interKP-200-100-2-1,MibS-First,0.0,1177.0
OR10x100-0.25_4.dat-100,MibS-First,2.0,24052.0
OR10x100-0.50_6.dat-50,MibS-First,100.0,36475.0
s250r10_50_50,MibS-First,3600,1e+20
stein27-0.100000,MibS-First,0.0,18.0
trento1_0_100,MibS-First,3600,1e+20
OR5x100-0.50_5.dat-50,MibS-First,3.0,38566.0
general20-30-20-20-20-1,MibS-First,0.0,299864.0
snp-02-004-104_0_100,MibS-First,3600,1e+20
OR10x500-0.75_4.dat-50,MibS-First,3600,1e+20
OR30x100-0.75_8.dat-100,MibS-First,4.0,25430.0
plusBCPIns_15_7_1,MibS-First,0.0,6.0
p0282-0.900000,MibS-First,84.0,726446.0
OR5x100-0.75_10.dat-0,MibS-First,15.0,22995.0
weish23.dat-100,MibS-First,1.0,8571.0
interKP-400-100-8-1,MibS-First,3.0,2712.0
plusBCPIns_10_9_1,MibS-First,0.0,7.0
xuLarge900-2,MibS-First,12.0,-39.8735
OR5x100-0.75_5.dat-100,MibS-First,5.0,21884.0
xuLarge900-3,MibS-First,8.0,-55.1668
mc11_100_0,MibS-First,3600,1e+20
pet3.dat-50,MibS-First,0.0,3835.0
K5040W14.KNP,MibS-First,1.0,7866.0
OR5x250-0.25_9.dat-50,MibS-First,36.0,57882.0
p2756-0.100000,MibS-First,3600,1e+20
tree-25_1-3-3_006,MibS-First,0.0,23.0
interKP-500-100-3-10,MibS-First,116.0,3434.0
p200x1188c_0_100,MibS-First,3600,1e+20
OR30x250-0.25_10.dat-50,MibS-First,3600,1e+20
T1-4-1,MibS-First,22.0,-193.0
interKP-200-100-5-6,MibS-First,9.0,6438.0
sing326_0_100,MibS-First,3600,1e+20
sp98ir_100_0,MibS-First,3600,1e+20
interKP-200-100-5-7,MibS-First,5.0,7480.0
T1-8-2,MibS-First,35.0,-163.0
interKP-400-100-9-9,MibS-First,0.0,18631.0
bmilplib_260_8,MibS-First,0.0,-97.0
BCPIns_10_9_6.txt_trad.txt_K10,MibS-First,0.0,6.0
OR10x100-0.25_2.dat-50,MibS-First,0.0,25338.0
T1-8-3,MibS-First,0.0,-180.0
bmilplib_260_9,MibS-First,1.0,-73.5902
interKP-400-100-9-8,MibS-First,0.0,17862.0
interKP-200-100-9-4,MibS-First,0.0,5945.0
K5040W13.KNP,MibS-First,0.0,9770.0
interKP-200-100-9-5,MibS-First,0.0,7052.0
pb4.dat-50,MibS-First,0.0,92683.0
interKP-400-100-4-3,MibS-First,0.0,6168.0
OR30x100-0.75_8.dat-50,MibS-First,514.0,25846.0
rail507_100_0,MibS-First,3600,1e+20
interKP-400-100-4-2,MibS-First,0.0,4119.0
ex9_50_50,MibS-First,3600,1e+20
OR5x100-0.25_1.dat-50,MibS-First,6.0,23044.0
K5030W03.KNP,MibS-First,0.0,6462.0
interKP-300-100-6-6,MibS-First,0.0,8605.0
xuLarge700-1,MibS-First,2.0,-98.0
interKP-100-100-6-3,MibS-First,0.0,1248.0
tanglegram2_0_100,MibS-First,3600,1e+20
tree-50_3-3-1_007,MibS-First,0.0,45.0
vpphard_50_50,MibS-First,3600,1e+20
interKP-100-100-6-2,MibS-First,0.0,832.0
interKP-300-100-6-7,MibS-First,0.0,10039.0
tr12-30_100_0,MibS-First,3600,1e+20
OR5x500-0.75_8.dat-50,MibS-First,199.0,119391.0
general30-30-30-20-20-10,MibS-First,0.0,399598.0
neos-2978193-inde_100_0,MibS-First,3600,1e+20
OR30x500-0.75_9.dat-0,MibS-First,3600,1e+20
OR10x100-0.50_9.dat-50,MibS-First,166.0,40435.0
OR30x500-0.25_1.dat-50,MibS-First,3600,1e+20
BCPIns_15_9_2.txt_trad.txt_K24,MibS-First,0.0,9.0
OR5x500-0.25_3.dat-100,MibS-First,26.0,126064.0
interKP-200-100-6-10,MibS-First,6.0,300.0
OR30x100-0.50_6.dat-0,MibS-First,2379.0,35501.0
interKP-500-100-7-3,MibS-First,0.0,7042.0
interdiction55-1,MibS-First,0.0,656.0
K5030W04.KNP,MibS-First,0.0,6581.0
binkar10_1_50_50,MibS-First,3600,1e+20
interKP-500-100-7-2,MibS-First,0.0,4694.0
eilB101_0_100,MibS-First,416.0,1631.65
miblp_20_20_50_0110_10_6,MibS-First,21.0,-512.0
OR10x250-0.50_1.dat-50,MibS-First,74.0,116398.0
OR30x250-0.75_9.dat-0,MibS-First,3600,1e+20
rndgraph-50_1-5-3_003,MibS-First,0.0,48.0
normalClique60-90-7,MibS-First,0.0,23.0
OR5x250-0.25_9.dat-100,MibS-First,10.0,60911.0
OR10x500-0.25_6.dat-100,MibS-First,37.0,117664.0
miblp_20_20_50_0110_10_7,MibS-First,0.0,-534.0
tree-25_2-2-2_009,MibS-First,0.0,21.0
OR10x100-0.25_10.dat-50,MibS-First,93.0,22328.0
normalClique60-90-6,MibS-First,0.0,23.0
buildingenergy_100_0,MibS-First,3600,1e+20
OR30x100-0.25_8.dat-0,MibS-First,2372.0,21397.0
OR5x250-0.50_2.dat-50,MibS-First,55.0,92130.0
neos17_100_0,MibS-First,3600,1e+20
general30-30-20-20-20-8,MibS-First,0.0,199744.0
general30-30-20-20-20-9,MibS-First,0.0,499957.0
