instance,method,time,best_obj
tree-50_1-3-3_012,MibS-First,0.0,48.0
lseu-0.100000,MibS-First,1.0,1120.0
interdiction40-7,MibS-First,0.0,746.0
interdiction40-6,MibS-First,0.0,892.0
enigma-0.100000,MibS-First,0.0,0.0
OR5x250-0.50_8.dat-50,MibS-First,59.0,86360.0
interKP-500-100-4-3,MibS-First,0.0,7520.0
K5030W13.KNP,MibS-First,0.0,8545.0
rndgraph-25_3-3-3_014,MibS-First,0.0,21.0
interdiction35-8,MibS-First,0.0,154.0
OR10x500-0.75_7.dat-0,MibS-First,3600,1e+20
interKP-500-100-4-2,MibS-First,0.0,5030.0
interdiction35-9,MibS-First,0.0,356.0
interKP-100-100-1-10,MibS-First,1.0,243.0
interKP-100-100-9-1,MibS-First,0.0,858.0
interKP-300-100-9-4,MibS-First,0.0,8901.0
interKP-300-100-9-5,MibS-First,0.0,10523.0
h80x6320d_100_0,MibS-First,3600,1e+20
OR10x100-0.75_7.dat-100,MibS-First,4.0,21457.0
OR10x100-0.75_10.dat-100,MibS-First,4.0,26700.0
OR5x100-0.50_8.dat-100,MibS-First,5.0,33695.0
interKP-500-100-9-9,MibS-First,76.0,14701.0
interKP-500-100-9-8,MibS-First,6.0,21680.0
BCPIns_12_9_2.txt_trad.txt_K15,MibS-First,0.0,7.0
K5040W03.KNP,MibS-First,1.0,8459.0
OR30x500-0.50_7.dat-100,MibS-First,71.0,149857.0
neos-1445765_100_0,MibS-First,3600,1e+20
uct-subprob_100_0,MibS-First,3600,1e+20
OR30x250-0.75_7.dat-100,MibS-First,18.0,54519.0
OR5x500-0.25_9.dat-0,MibS-First,3600,1e+20
general30-30-20-20-20-10,MibS-First,0.0,299438.0
miblp_20_20_50_0110_5_9,MibS-First,0.0,-873.0
tanglegram1_50_50,MibS-First,3600,1e+20
bmilplib_360_7,MibS-First,1.0,-25.8168
interKP-200-100-6-6,MibS-First,0.0,5565.0
miblp_20_20_50_0110_5_8,MibS-First,0.0,-935.0
OR5x250-0.25_3.dat-50,MibS-First,36.0,57004.0
interKP-200-100-6-7,MibS-First,3.0,6493.0
bmilplib_360_6,MibS-First,0.0,-99.6667
neos-5188808-nattai_50_50,MibS-First,3600,1e+20
pet5.dat-0,MibS-First,0.0,12360.0
weish05.dat-50,MibS-First,0.0,4932.0
T1-7-1,MibS-First,5.0,-132.0
OR5x500-0.25_4.dat-100,MibS-First,33.0,126547.0
OR5x500-0.50_7.dat-0,MibS-First,3600,1e+20
glass-sc_50_50,MibS-First,3600,1e+20
general20-20-20-20-20-9,MibS-First,0.0,299956.0
harp2-0.500000,MibS-First,3600,1e+20
OR5x100-0.75_8.dat-0,MibS-First,14.0,21965.0
K5040W04.KNP,MibS-First,0.0,8768.0
OR5x100-0.50_1.dat-0,MibS-First,51.0,36283.0
general20-20-20-20-20-8,MibS-First,0.0,299958.0
OR30x100-0.75_2.dat-50,MibS-First,127.0,26402.0
OR10x500-0.25_1.dat-100,MibS-First,31.0,129036.0
pg_100_0,MibS-First,3600,1e+20
OR5x250-0.50_7.dat-0,MibS-First,2878.0,87174.0
bmilplib_460_7,MibS-First,2.0,49.5148
n3seq24_0_100,MibS-First,3557.0,70574200.0
bmilplib_460_6,MibS-First,2.0,-7.92944
weish11.dat-0,MibS-First,0.0,4817.0
weish04.dat-0,MibS-First,0.0,2270.0
ns1830653_0_100,MibS-First,3600,1e+20
nw04-0.100000,MibS-First,3600,1e+20
BCPIns_8_9_8.txt_trad.txt_K7,MibS-First,0.0,4.0
interKP-400-100-7-3,MibS-First,0.0,5800.0
interKP-300-100-8-10,MibS-First,3600,1e+20
interKP-400-100-7-2,MibS-First,0.0,3866.0
OR5x250-0.25_9.dat-0,MibS-First,1488.0,55996.0
OR10x100-0.25_8.dat-50,MibS-First,2.0,25206.0
OR30x500-0.50_7.dat-50,MibS-First,3600,1e+20
interKP-400-100-4-7,MibS-First,0.0,14168.0
netdiversion_50_50,MibS-First,3600,1e+20
OR10x500-0.25_1.dat-0,MibS-First,3600,1e+20
toll-like_0_100,MibS-First,3600,1e+20
interKP-400-100-4-6,MibS-First,0.0,12198.0
OR10x100-0.75_3.dat-100,MibS-First,8.0,21145.0
buildingenergy_50_50,MibS-First,3600,1e+20
rndgraph-50_3-5-5_004,MibS-First,0.0,46.0
neos17_50_50,MibS-First,3600,1e+20
OR10x500-0.75_6.dat-0,MibS-First,3600,1e+20
neos-5049753-cuanza_0_100,MibS-First,3600,1e+20
OR30x100-0.75_5.dat-50,MibS-First,229.0,23482.0
binkar10_1_100_0,MibS-First,3600,1e+20
l152lav-0.900000,MibS-First,17.0,5767.0
interKP-200-100-9-1,MibS-First,0.0,1696.0
OR30x100-0.50_10.dat-0,MibS-First,1364.0,36699.0
OR10x250-0.75_6.dat-0,MibS-First,3600,1e+20
neos-2978193-inde_50_50,MibS-First,3600,1e+20
weish02.dat-50,MibS-First,0.0,2764.0
tr12-30_50_50,MibS-First,3600,1e+20
OR10x100-0.50_9.dat-0,MibS-First,84.0,42296.0
interKP-200-100-5-2,MibS-First,2.0,2372.0
opm2-z10-s4_0_100,MibS-First,3600,1e+20
OR5x250-0.25_4.dat-50,MibS-First,36.0,57428.0
BCPIns_12_9_5.txt_trad.txt_K15,MibS-First,0.0,6.0
interKP-200-100-5-3,MibS-First,4.0,3364.0
xuLarge900-6,MibS-First,6.0,-85.0
plusBCPIns_10_9_5,MibS-First,0.0,6.0
OR10x250-0.25_7.dat-50,MibS-First,3600,1e+20
OR10x250-0.25_1.dat-0,MibS-First,3600,1e+20
OR5x500-0.75_10.dat-50,MibS-First,210.0,110728.0
interKP-400-100-8-5,MibS-First,27.0,11036.0
OR5x100-0.75_6.dat-100,MibS-First,5.0,21553.0
weish20.dat-100,MibS-First,1.0,8240.0
interKP-400-100-8-4,MibS-First,13.0,9032.0
plusBCPIns_10_9_4,MibS-First,0.0,6.0
xuLarge900-7,MibS-First,17.0,-1.68696
OR5x250-0.50_10.dat-50,MibS-First,58.0,85460.0
OR10x100-0.25_7.dat-0,MibS-First,387.0,20751.0
interKP-200-100-8-8,MibS-First,5.0,8582.0
interKP-200-100-8-9,MibS-First,8.0,2300.0
OR10x100-0.50_9.dat-100,MibS-First,5.0,30675.0
vpphard_100_0,MibS-First,3600,1e+20
rail507_50_50,MibS-First,3600,1e+20
OR5x250-0.25_8.dat-0,MibS-First,2061.0,57526.0
OR30x250-0.50_9.dat-100,MibS-First,22.0,73939.0
BCPIns_10_7_6.txt_trad.txt_K8,MibS-First,0.0,4.0
interKP-500-100-8-10,MibS-First,122.0,3030.0
ex9_100_0,MibS-First,3600,1e+20
weish05.dat-0,MibS-First,0.0,2462.0
weish10.dat-0,MibS-First,0.0,5543.0
OR30x500-0.75_9.dat-100,MibS-First,116.0,100429.0
interdiction55-5,MibS-First,1.0,1487.0
interKP-500-100-7-7,MibS-First,0.0,16432.0
OR5x250-0.50_6.dat-0,MibS-First,2518.0,92275.0
interKP-500-100-7-6,MibS-First,0.0,14084.0
interdiction55-4,MibS-First,1.0,1275.0
normalClique60-90-3,MibS-First,0.0,24.0
OR10x500-0.25_5.dat-100,MibS-First,30.0,120705.0
comp21-2idx_0_100,MibS-First,3600,1e+20
miblp_20_20_50_0110_10_2,MibS-First,0.0,-659.0
normalClique60-90-2,MibS-First,0.0,23.0
miblp_20_20_50_0110_10_3,MibS-First,0.0,-618.0
OR5x100-0.75_9.dat-0,MibS-First,23.0,25185.0
pet4.dat-0,MibS-First,0.0,6030.0
general30-30-10-20-20-10,MibS-First,0.0,199395.0
rmine6_0_100,MibS-First,3600,1e+20
OR5x500-0.50_6.dat-0,MibS-First,3600,1e+20
OR5x100-0.50_7.dat-50,MibS-First,1.0,42447.0
sp98ir_50_50,MibS-First,3600,1e+20
OR10x500-0.75_6.dat-50,MibS-First,3600,1e+20
n9-3_0_100,MibS-First,3600,1e+20
OR5x500-0.75_5.dat-50,MibS-First,190.0,108452.0
OR5x500-0.25_8.dat-0,MibS-First,3600,1e+20
OR30x500-0.50_3.dat-100,MibS-First,65.0,148928.0
tree-50_3-3-1_003,MibS-First,0.0,44.0
interKP-100-100-6-7,MibS-First,0.0,2913.0
OR5x500-0.50_10.dat-0,MibS-First,3600,1e+20
xuLarge700-5,MibS-First,4.0,-74.447
BCPIns_10_7_10.txt_trad.txt_K8,MibS-First,0.0,5.0
interKP-300-100-6-2,MibS-First,0.0,2868.0
OR10x100-0.50_4.dat-50,MibS-First,100.0,40815.0
mc11_50_50,MibS-First,3600,1e+20
interKP-300-100-6-3,MibS-First,0.0,4302.0
BCPIns_15_7_2.txt_trad.txt_K19,MibS-First,0.0,6.0
interKP-100-100-6-6,MibS-First,0.0,2497.0
xuLarge700-4,MibS-First,8.0,-69.75
OR30x250-0.75_3.dat-100,MibS-First,20.0,56073.0
bmilplib_310_8,MibS-First,0.0,-63.0032
general20-30-10-20-20-9,MibS-First,0.0,199876.0
OR30x500-0.50_10.dat-0,MibS-First,3600,1e+20
general20-30-10-20-20-8,MibS-First,0.0,199956.0
bmilplib_310_9,MibS-First,0.0,-103.582
pb7.dat-100,MibS-First,0.0,1205.0
T1-2-1,MibS-First,5.0,-173.0
OR30x500-0.75_5.dat-50,MibS-First,3600,1e+20
interKP-200-100-3-6,MibS-First,4.0,6455.0
sento2.dat-0,MibS-First,2.0,5797.0
interKP-200-100-3-7,MibS-First,6.0,7473.0
neos-5093327-huahum_100_0,MibS-First,3600,1e+20
neos-4300652-rahue_0_100,MibS-First,3600,1e+20
normalClique40-90-10,MibS-First,0.0,18.0
bmilplib_160_3,MibS-First,0.0,-158.025
K5050W09.KNP,MibS-First,1.0,11445.0
bmilplib_160_2,MibS-First,0.0,-56.1794
drayage-100-23_0_100,MibS-First,3600,1e+20
2AP05-20,MibS-First,0.0,-24.0
OR5x500-0.75_7.dat-0,MibS-First,3600,1e+20
exp-1-500-5-5_50_50,MibS-First,3600,1e+20
2AP05-21,MibS-First,0.0,-25.0
neos-3083819-nubu_50_50,MibS-First,3600,1e+20
OR30x100-0.50_7.dat-50,MibS-First,422.0,37792.0
OR5x100-0.25_9.dat-100,MibS-First,1.0,25647.0
interKP-400-100-2-3,MibS-First,0.0,6207.0
BCPIns_12_7_5.txt_trad.txt_K12,MibS-First,0.0,5.0
bmilplib_410_8,MibS-First,1.0,-75.1328
xuLarge1000-4,MibS-First,8.0,-59.7361
OR5x100-0.50_8.dat-0,MibS-First,106.0,39189.0
interKP-400-100-2-2,MibS-First,0.0,4285.0
OR10x250-0.25_10.dat-50,MibS-First,861.0,62375.0
OR5x100-0.75_1.dat-0,MibS-First,14.0,17827.0
bmilplib_410_9,MibS-First,1.0,-31.8346
xuLarge1000-5,MibS-First,4.0,-57.75
neos-1109824_50_50,MibS-First,3600,1e+20
co-100_0_100,MibS-First,3600,1e+20
50v-10_100_0,MibS-First,3600,1e+20
OR5x250-0.75_7.dat-0,MibS-First,487.0,54720.0
drayage-25-23_100_0,MibS-First,3600,1e+20
plusBCPIns_8_7_3,MibS-First,0.0,4.0
OR10x250-0.25_10.dat-0,MibS-First,3600,1e+20
OR5x100-0.25_6.dat-0,MibS-First,61.0,22601.0
weish18.dat-0,MibS-First,0.0,9996.0
plusBCPIns_8_7_2,MibS-First,0.0,4.0
OR30x100-0.50_10.dat-100,MibS-First,4.0,30229.0
OR5x500-0.50_5.dat-100,MibS-First,76.0,154977.0
weish01.dat-100,MibS-First,0.0,3478.0
OR10x250-0.25_9.dat-0,MibS-First,3600,1e+20
OR5x250-0.75_5.dat-100,MibS-First,22.0,54062.0
OR10x100-0.50_1.dat-0,MibS-First,1154.0,33722.0
OR10x100-0.75_8.dat-0,MibS-First,137.0,23625.0
OR30x250-0.25_4.dat-50,MibS-First,3600,1e+20
BCPIns_10_7_2.txt_trad.txt_K8,MibS-First,0.0,4.0
weish26.dat-50,MibS-First,0.0,9386.0
OR10x250-0.50_7.dat-0,MibS-First,3600,1e+20
interKP-100-100-4-10,MibS-First,0.0,4300.0
OR30x500-0.25_6.dat-100,MibS-First,22.0,127402.0
sp97ar_50_50,MibS-First,3600,1e+20
OR30x100-0.25_10.dat-50,MibS-First,165.0,21673.0
OR10x500-0.50_4.dat-50,MibS-First,3600,1e+20
OR5x100-0.50_10.dat-0,MibS-First,51.0,35721.0
sing44_50_50,MibS-First,3600,1e+20
neos-4738912-atrato_100_0,MibS-First,3600,1e+20
OR10x500-0.50_7.dat-0,MibS-First,3600,1e+20
rmatr200-p5_50_50,MibS-First,3600,1e+20
OR5x100-0.75_5.dat-50,MibS-First,5.0,54391.0
square47_100_0,MibS-First,3600,1e+20
interKP-500-100-1-3,MibS-First,29.0,10320.0
OR10x100-0.75_6.dat-50,MibS-First,21.0,27160.0
interKP-500-100-1-2,MibS-First,19.0,9073.0
bmilplib_10_4,MibS-First,0.0,-231.667
K5020W19.KNP,MibS-First,0.0,4825.0
interdiction45-7,MibS-First,0.0,924.0
OR5x500-0.50_7.dat-50,MibS-First,309.0,169814.0
satellites2-60-fs_100_0,MibS-First,3600,1e+20
OR10x500-0.25_9.dat-0,MibS-First,3600,1e+20
neos-631710_100_0,MibS-First,3600,1e+20
interKP-400-100-8-10,MibS-First,70.0,330.0
bmilplib_10_5,MibS-First,0.0,-263.6
interdiction45-6,MibS-First,0.0,886.0
general30-30-10-20-20-1,MibS-First,0.0,99741.0
tree-80_2-2-2_007,MibS-First,0.0,77.0
OR30x500-0.75_2.dat-100,MibS-First,119.0,105709.0
interKP-500-100-6-5,MibS-First,28.0,11627.0
interKP-500-100-6-4,MibS-First,19.0,9302.0
interKP-200-100-4-10,MibS-First,0.0,9544.0
interKP-300-100-6-8,MibS-First,0.0,11474.0
OR30x250-0.50_2.dat-100,MibS-First,16.0,78796.0
normalClique40-90-5,MibS-First,0.0,20.0
neos-5104907-jarama_100_0,MibS-First,3600,1e+20
tree-50_3-3-1_008,MibS-First,0.0,41.0
rmatr100-p10_0_100,MibS-First,3600,1e+20
OR10x250-0.25_6.dat-0,MibS-First,3600,1e+20
interKP-300-100-6-9,MibS-First,0.0,12908.0
normalClique40-90-4,MibS-First,0.0,19.0
OR5x250-0.25_1.dat-100,MibS-First,6.0,67420.0
OR10x100-0.75_7.dat-0,MibS-First,226.0,21859.0
highschool1-aigio_50_50,MibS-First,3600,1e+20
n4-3_50_50,MibS-First,3600,1e+20
BCPIns_12_7_10.txt_trad.txt_K12,MibS-First,0.0,5.0
OR10x250-0.75_1.dat-0,MibS-First,3600,1e+20
K5030W12.KNP,MibS-First,0.0,7935.0
neos-1337307_50_50,MibS-First,3600,1e+20
milp_4_20_10_0110,MibS-First,0.0,-375.0
OR10x250-0.50_8.dat-0,MibS-First,3600,1e+20
OR30x500-0.75_10.dat-100,MibS-First,108.0,105208.0
OR10x250-0.25_4.dat-100,MibS-First,11.0,61629.0
lectsched-5-obj_0_100,MibS-First,3600,1e+20
neos-950242_50_50,MibS-First,3600,1e+20
normalClique60-90-9,MibS-First,0.0,24.0
OR30x100-0.50_8.dat-50,MibS-First,1420.0,36620.0
interKP-100-100-7-5,MibS-First,0.0,2104.0
miblp_20_20_50_0110_10_8,MibS-First,9.0,-532.0
OR10x500-0.50_8.dat-0,MibS-First,3600,1e+20
normalClique60-90-8,MibS-First,0.0,22.0
BCPIns_15_9_4.txt_trad.txt_K24,MibS-First,0.0,10.0
mas76_50_50,MibS-First,3600,1e+20
miblp_20_20_50_0110_10_9,MibS-First,0.0,-256.0
interKP-300-100-7-1,MibS-First,0.0,1446.0
OR10x500-0.75_1.dat-0,MibS-First,3600,1e+20
interKP-100-100-7-4,MibS-First,0.0,1682.0
rmatr100-p5_50_50,MibS-First,3600,1e+20
general30-30-20-20-20-6,MibS-First,0.0,300212.0
OR30x250-0.75_8.dat-100,MibS-First,19.0,53822.0
neos-3754224-navua_50_50,MibS-First,3600,1e+20
OR5x500-0.25_3.dat-50,MibS-First,181.0,119653.0
general30-30-20-20-20-7,MibS-First,0.0,399755.0
macrophage_100_0,MibS-First,3600,1e+20
OR30x500-0.50_8.dat-100,MibS-First,71.0,146197.0
OR10x500-0.25_6.dat-0,MibS-First,3600,1e+20
K5030W15.KNP,MibS-First,0.0,6852.0
OR10x100-0.75_9.dat-50,MibS-First,13.0,54839.0
weing1.dat-50,MibS-First,0.0,114168.0
OR5x100-0.50_7.dat-100,MibS-First,6.0,30947.0
ex10_100_0,MibS-First,3600,1e+20
OR10x100-0.75_8.dat-100,MibS-First,3.0,23256.0
interKP-200-100-8-2,MibS-First,2.0,2382.0
interKP-200-100-8-3,MibS-First,5.0,3368.0
nursesched-medium-hint03_0_100,MibS-First,3600,1e+20
OR5x500-0.50_8.dat-50,MibS-First,284.0,165770.0
interKP-400-100-5-5,MibS-First,22.0,10378.0
K5040W05.KNP,MibS-First,0.0,15482.0
ic97_potential_100_0,MibS-First,3600,1e+20
reblock67_0_100,MibS-First,3600,1e+20
interKP-400-100-5-4,MibS-First,17.0,8542.0
qap10_100_0,MibS-First,3600,1e+20
OR30x100-0.25_3.dat-50,MibS-First,790.0,20892.0
OR5x500-0.50_1.dat-0,MibS-First,3600,1e+20
interKP-200-100-5-8,MibS-First,7.0,8511.0
OR5x500-0.75_8.dat-0,MibS-First,3600,1e+20
interKP-200-100-5-9,MibS-First,5.0,9496.0
pet3.dat-0,MibS-First,0.0,3955.0
OR30x100-0.25_4.dat-100,MibS-First,1.0,24900.0
bmilplib_260_6,MibS-First,0.0,-90.795
ns1688347_50_50,MibS-First,3600,1e+20
interKP-400-100-9-7,MibS-First,0.0,16831.0
OR5x100-0.50_7.dat-0,MibS-First,0.0,42594.0
interKP-400-100-9-6,MibS-First,1.0,15481.0
bmilplib_260_7,MibS-First,1.0,-39.6203
fast0507_50_50,MibS-First,3600,1e+20
OR5x250-0.75_8.dat-0,MibS-First,636.0,56543.0
OR5x250-0.75_2.dat-50,MibS-First,36.0,58156.0
neos-873061_0_100,MibS-First,3600,1e+20
OR5x250-0.50_1.dat-0,MibS-First,2033.0,97029.0
weish29.dat-50,MibS-First,0.0,9184.0
OR10x100-0.50_2.dat-100,MibS-First,4.0,30910.0
OR5x100-0.25_9.dat-0,MibS-First,40.0,22294.0
supportcase12_100_0,MibS-First,3600,1e+20
weish17.dat-0,MibS-First,0.0,8141.0
nu25-pr12_0_100,MibS-First,3600,1e+20
K5040W02.KNP,MibS-First,0.0,10627.0
weish02.dat-0,MibS-First,0.0,2730.0
2AP05-14,MibS-First,0.0,-46.0
OR10x250-0.75_1.dat-50,MibS-First,1382.0,57536.0
interKP-500-100-1-10,MibS-First,113.0,3101.0
timtab1_100_0,MibS-First,3600,1e+20
2AP05-15,MibS-First,0.0,-34.0
tbfp-network_100_0,MibS-First,3600,1e+20
weish15.dat-100,MibS-First,0.0,7374.0
interKP-200-100-4-1,MibS-First,0.0,999.0
sorrell3_0_100,MibS-First,3600,1e+20
weish14.dat-50,MibS-First,1.0,3949.0
tree-80_3-3-1_004,MibS-First,0.0,73.0
OR5x250-0.25_7.dat-0,MibS-First,1923.0,55294.0
weish30.dat-50,MibS-First,1.0,9134.0
neos-1122047_0_100,MibS-First,3600,1e+20
interKP-500-100-1-9,MibS-First,96.0,5416.0
s250r10_100_0,MibS-First,3600,1e+20
tree-80_3-3-1_005,MibS-First,0.0,72.0
interKP-500-100-1-8,MibS-First,85.0,7478.0
lotsize_0_100,MibS-First,3600,1e+20
OR10x500-0.75_1.dat-100,MibS-First,93.0,107358.0
OR10x250-0.25_8.dat-50,MibS-First,3600,1e+20
interKP-100-100-1-1,MibS-First,0.0,1246.0
OR5x100-0.25_1.dat-0,MibS-First,33.0,22469.0
interKP-300-100-1-4,MibS-First,16.0,6743.0
OR10x250-0.50_1.dat-100,MibS-First,16.0,81583.0
interKP-300-100-1-5,MibS-First,8.0,9135.0
OR30x250-0.75_2.dat-50,MibS-First,3600,1e+20
noswot_50_50,MibS-First,3600,1e+20
OR5x250-0.50_9.dat-0,MibS-First,413.0,110316.0
K5010W08.KNP,MibS-First,0.0,3013.0
iis-bupa-cov_100_0,MibS-First,3600,1e+20
OR5x100-0.75_6.dat-0,MibS-First,2.0,59582.0
gen-ip054_0_100,MibS-First,3600,1e+20
OR30x500-0.25_10.dat-100,MibS-First,29.0,124254.0
OR5x500-0.50_9.dat-0,MibS-First,3600,1e+20
OR30x250-0.25_7.dat-100,MibS-First,8.0,63143.0
pb6.dat-50,MibS-First,0.0,784.0
K5030W07.KNP,MibS-First,0.0,6941.0
normalClique50-70-1,MibS-First,0.0,12.0
OR5x100-0.25_3.dat-50,MibS-First,4.0,22880.0
OR5x500-0.25_7.dat-0,MibS-First,3600,1e+20
OR5x500-0.75_4.dat-100,MibS-First,112.0,107731.0
ran14x18-disj-8_100_0,MibS-First,3600,1e+20
interKP-300-100-4-10,MibS-First,0.0,14760.0
OR30x500-0.50_8.dat-50,MibS-First,3600,1e+20
OR5x250-0.50_4.dat-100,MibS-First,21.0,78738.0
reblock115_0_100,MibS-First,3600,1e+20
general20-30-20-20-20-4,MibS-First,0.0,499883.0
plusBCPIns_8_7_9,MibS-First,0.0,4.0
neos18_50_50,MibS-First,3600,1e+20
interKP-400-100-1-10,MibS-First,58.0,1983.0
plusBCPIns_8_7_8,MibS-First,0.0,4.0
general20-30-20-20-20-5,MibS-First,0.0,199856.0
plusBCPIns_15_7_5,MibS-First,0.0,7.0
OR30x500-0.25_3.dat-50,MibS-First,3600,1e+20
K5040W17.KNP,MibS-First,0.0,8743.0
plusBCPIns_15_7_4,MibS-First,0.0,7.0
OR5x100-0.50_8.dat-50,MibS-First,7.0,39310.0
interKP-400-100-2-9,MibS-First,54.0,7029.0
T1-3-2,MibS-First,0.0,-182.0
bmilplib_410_2,MibS-First,1.0,-108.595
interKP-400-100-2-8,MibS-First,53.0,9658.0
OR10x500-0.75_9.dat-0,MibS-First,3600,1e+20
bmilplib_410_3,MibS-First,1.0,-42.8287
T1-3-3,MibS-First,483.0,-141.0
interKP-200-100-2-4,MibS-First,0.0,4208.0
OR10x100-0.25_7.dat-100,MibS-First,1.0,26108.0
interKP-200-100-2-5,MibS-First,0.0,5164.0
OR10x500-0.75_9.dat-50,MibS-First,3600,1e+20
bmilplib_160_9,MibS-First,0.0,-192.0
OR10x250-0.75_9.dat-0,MibS-First,3600,1e+20
tree-50_1-5-5_005,MibS-First,0.0,48.0
BCPIns_10_9_8.txt_trad.txt_K10,MibS-First,0.0,5.0
bmilplib_160_8,MibS-First,0.0,-74.6303
K5040W10.KNP,MibS-First,1.0,7422.0
rndgraph-80_3-3-3_002,MibS-First,0.0,4.0
plusBCPIns_12_7_5,MibS-First,0.0,5.0
neos-827175_0_100,MibS-First,3600,1e+20
OR5x100-0.25_2.dat-100,MibS-First,3.0,22393.0
OR10x100-0.50_6.dat-0,MibS-First,618.0,33571.0
rndgraph-80_3-3-3_003,MibS-First,0.0,76.0
plusBCPIns_12_7_4,MibS-First,0.0,6.0
general20-30-10-20-20-3,MibS-First,0.0,299818.0
bmilplib_310_2,MibS-First,1.0,-87.6454
interKP-400-100-3-1,MibS-First,3.0,2696.0
tree-50_1-3-3_004,MibS-First,0.0,44.0
neos-3216931-puriri_0_100,MibS-First,3600,1e+20
bmilplib_310_3,MibS-First,0.0,-38.325
general20-30-10-20-20-2,MibS-First,0.0,399825.0
OR30x100-0.50_1.dat-100,MibS-First,4.0,29647.0
satellites1-25_50_50,MibS-First,3600,1e+20
eilA101-2_0_100,MibS-First,3600,1e+20
OR10x250-0.50_3.dat-50,MibS-First,3600,1e+20
mine-90-10_100_0,MibS-First,3600,1e+20
OR10x100-0.25_8.dat-0,MibS-First,63.0,22770.0
OR10x250-0.25_10.dat-100,MibS-First,10.0,64606.0
OR5x250-0.75_7.dat-50,MibS-First,35.0,56220.0
OR30x100-0.75_7.dat-100,MibS-First,4.0,21779.0
miblp_20_20_50_0110_5_17,MibS-First,0.0,-944.0
general30-30-30-20-20-3,MibS-First,0.0,299839.0
xuLarge500-5,MibS-First,7.0,-9.18869
neos5_100_0,MibS-First,3600,1e+20
OR30x500-0.25_7.dat-0,MibS-First,3600,1e+20
xuLarge500-4,MibS-First,6.0,-35.5733
miblp_20_20_50_0110_5_16,MibS-First,0.0,-830.0
general30-30-30-20-20-2,MibS-First,0.0,299816.0
K5020W09.KNP,MibS-First,0.0,4487.0
general30-20-10-20-20-8,MibS-First,0.0,199794.0
interKP-300-100-3-6,MibS-First,19.0,9685.0
interKP-200-100-3-10,MibS-First,8.0,330.0
weish11.dat-50,MibS-First,1.0,3422.0
interKP-100-100-3-3,MibS-First,1.0,1578.0
general30-20-10-20-20-9,MibS-First,0.0,199973.0
interKP-100-100-3-2,MibS-First,0.0,1112.0
interKP-300-100-3-7,MibS-First,21.0,8906.0
OR30x500-0.50_9.dat-0,MibS-First,3600,1e+20
neos-1456979_100_0,MibS-First,3600,1e+20
OR10x250-0.75_4.dat-50,MibS-First,2032.0,144469.0
supportcase42_100_0,MibS-First,3600,1e+20
OR30x100-0.75_6.dat-0,MibS-First,1116.0,20376.0
beasleyC3_100_0,MibS-First,3600,1e+20
weing4.dat-50,MibS-First,0.0,130728.0
comp07-2idx_100_0,MibS-First,3600,1e+20
OR30x250-0.50_9.dat-0,MibS-First,3600,1e+20
bab2_100_0,MibS-First,3600,1e+20
miblp_20_20_50_0110_15_6,MibS-First,0.0,-553.0
OR30x100-0.25_1.dat-0,MibS-First,264.0,21946.0
p0201-0.900000,MibS-First,1.0,15025.0
T1-10-1,MibS-First,0.0,-246.0
miblp_20_20_50_0110_15_7,MibS-First,0.0,-443.0
OR30x100-0.25_6.dat-50,MibS-First,1071.0,22294.0
interKP-500-100-2-3,MibS-First,0.0,7676.0
miblp_20_15_50_0110_10_8,MibS-First,0.0,-269.0
interdiction50-1,MibS-First,0.0,666.0
OR30x250-0.25_7.dat-0,MibS-First,3600,1e+20
rndgraph-25_1-3-3_005,MibS-First,0.0,22.0
miblp_20_15_50_0110_10_9,MibS-First,0.0,-632.0
interKP-500-100-2-2,MibS-First,0.0,5304.0
pg5_34_0_100,MibS-First,3600,1e+20
weish06.dat-100,MibS-First,0.0,3909.0
plusBCPIns_12_9_5,MibS-First,0.0,8.0
OR5x500-0.50_2.dat-100,MibS-First,83.0,153750.0
OR10x500-0.25_5.dat-50,MibS-First,3600,1e+20
neos-3024952-loue_0_100,MibS-First,3600,1e+20
cod105_0_100,MibS-First,3600,1e+20
plusBCPIns_12_9_4,MibS-First,0.0,7.0
BCPIns_8_7_3.txt_trad.txt_K5,MibS-First,0.0,3.0
supportcase40_0_100,MibS-First,3600,1e+20
OR5x250-0.75_2.dat-100,MibS-First,20.0,56677.0
ran16x16_50_50,MibS-First,3600,1e+20
neos-787933_100_0,MibS-First,3600,1e+20
satellites2-40_0_100,MibS-First,3600,1e+20
T1-1-1,MibS-First,0.0,-119.0
weish23.dat-0,MibS-First,0.0,8112.0
OR30x500-0.25_1.dat-100,MibS-First,30.0,122025.0
mik-250-1-100-1_0_100,MibS-First,3600,1e+20
OR5x500-0.25_6.dat-50,MibS-First,166.0,116134.0
plusBCPIns_15_9_5,MibS-First,0.0,10.0
interKP-500-100-6-10,MibS-First,120.0,3117.0
pigeon-10_100_0,MibS-First,3600,1e+20
neos-4722843-widden_100_0,MibS-First,3600,1e+20
plusBCPIns_15_9_4,MibS-First,0.0,10.0
interKP-400-100-1-3,MibS-First,17.0,8214.0
plusBCPIns_8_9_9,MibS-First,0.0,6.0
plusBCPIns_8_9_8,MibS-First,0.0,6.0
interKP-400-100-1-2,MibS-First,11.0,7264.0
bmilplib_210_7,MibS-First,0.0,-131.0
normalClique60-70-3,MibS-First,0.0,13.0
OR5x250-0.50_8.dat-100,MibS-First,24.0,78290.0
