"time","5_NLP_0","5_PADM_1","5_NLP-first_0","5_PADM_0","10_NLP_0","10_PADM_1","10_NLP-first_0","10_PADM_0","1_NLP_0","1_PADM_1","1_NLP-first_0","1_PADM_0"
37.3525,0.203900709219858,0.641843971631206,0.313829787234043,0.663120567375887,0.119005328596803,0.707446808510638,0.24468085106383,0.696808510638298,0.25709219858156,0.592198581560284,0.285460992907801,0.618794326241135
41.1084,0.209219858156028,0.652482269503546,0.319148936170213,0.663120567375887,0.120781527531083,0.725177304964539,0.25,0.700354609929078,0.25709219858156,0.606382978723404,0.287234042553192,0.620567375886525
46.3936,0.210992907801418,0.664893617021277,0.329787234042553,0.664893617021277,0.122557726465364,0.73936170212766,0.25354609929078,0.707446808510638,0.26063829787234,0.615248226950355,0.287234042553192,0.620567375886525
53.739,0.218085106382979,0.668439716312057,0.331560283687943,0.682624113475177,0.122557726465364,0.74822695035461,0.25709219858156,0.712765957446808,0.26063829787234,0.617021276595745,0.294326241134752,0.631205673758865
57.6747,0.221631205673759,0.670212765957447,0.335106382978723,0.696808510638298,0.122557726465364,0.75,0.26063829787234,0.721631205673759,0.265957446808511,0.617021276595745,0.296099290780142,0.654255319148936
62.6969,0.221631205673759,0.673758865248227,0.335106382978723,0.709219858156028,0.122557726465364,0.75,0.264184397163121,0.73936170212766,0.271276595744681,0.618794326241135,0.303191489361702,0.668439716312057
74.6826,0.221631205673759,0.675531914893617,0.342198581560284,0.719858156028369,0.129662522202487,0.75531914893617,0.267730496453901,0.75354609929078,0.280141843971631,0.620567375886525,0.306737588652482,0.671985815602837
95.8146,0.235815602836879,0.677304964539007,0.352836879432624,0.726950354609929,0.133214920071048,0.76063829787234,0.274822695035461,0.75886524822695,0.281914893617021,0.622340425531915,0.313829787234043,0.673758865248227
110.3828,0.24290780141844,0.689716312056738,0.356382978723404,0.726950354609929,0.134991119005329,0.767730496453901,0.285460992907801,0.76063829787234,0.287234042553192,0.634751773049645,0.317375886524823,0.673758865248227
117.6328,0.24645390070922,0.712765957446808,0.356382978723404,0.726950354609929,0.134991119005329,0.783687943262411,0.287234042553192,0.76063829787234,0.287234042553192,0.652482269503546,0.319148936170213,0.677304964539007
130.295,0.24822695035461,0.726950354609929,0.361702127659574,0.730496453900709,0.136767317939609,0.801418439716312,0.287234042553192,0.76063829787234,0.294326241134752,0.668439716312057,0.319148936170213,0.677304964539007
149.342,0.25,0.734042553191489,0.367021276595745,0.735815602836879,0.13854351687389,0.817375886524823,0.292553191489362,0.765957446808511,0.297872340425532,0.671985815602837,0.326241134751773,0.680851063829787
170.6814,0.25886524822695,0.735815602836879,0.374113475177305,0.73936170212766,0.140319715808171,0.835106382978723,0.297872340425532,0.773049645390071,0.299645390070922,0.677304964539007,0.329787234042553,0.684397163120567
247.68,0.264184397163121,0.74113475177305,0.382978723404255,0.74290780141844,0.142095914742451,0.842198581560284,0.306737588652482,0.783687943262411,0.303191489361702,0.684397163120567,0.331560283687943,0.687943262411348
330.542,0.269503546099291,0.74822695035461,0.388297872340426,0.74468085106383,0.149200710479574,0.851063829787234,0.312056737588652,0.787234042553192,0.306737588652482,0.693262411347518,0.336879432624113,0.691489361702128
455.272,0.276595744680851,0.75177304964539,0.398936170212766,0.74822695035461,0.159857904085258,0.854609929078014,0.320921985815603,0.789007092198582,0.313829787234043,0.693262411347518,0.345744680851064,0.693262411347518
614.73,0.283687943262411,0.75531914893617,0.420212765957447,0.75,0.165186500888099,0.858156028368794,0.329787234042553,0.796099290780142,0.315602836879433,0.695035460992908,0.351063829787234,0.693262411347518
772.576,0.296099290780142,0.76063829787234,0.430851063829787,0.75,0.172291296625222,0.863475177304965,0.338652482269504,0.801418439716312,0.322695035460993,0.695035460992908,0.354609929078014,0.693262411347518
1203.92,0.306737588652482,0.764184397163121,0.441489361702128,0.75177304964539,0.181172291296625,0.867021276595745,0.354609929078014,0.804964539007092,0.322695035460993,0.698581560283688,0.359929078014184,0.693262411347518
1799.999,0.317375886524823,0.765957446808511,0.457446808510638,0.75354609929078,0.184724689165187,0.870567375886525,0.370567375886525,0.810283687943262,0.324468085106383,0.702127659574468,0.361702127659574,0.695035460992908
