architecture,instance,method,warm_start,time,objective,status,success
mnist_1layer_20hidden_acc95.1_delta_5,27143,gurobi_ReLUSOS1,ws,3.1208,10.04044479,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,27143,ipopt_ReLUQuadratic,nows,299.4112,10.04043904,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,27143,ipopt_ReLUQuadratic,ws,299.5246,26.21552445,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,gurobi_ReLUBigM,nows,1.2671,6.233979473,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,gurobi_ReLUBigM,ws,1.7629,6.233979473,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,gurobi_ReLUQuadratic,nows,2.2226,6.233979473,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,gurobi_ReLUQuadratic,ws,2.3809,6.233979473,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,gurobi_ReLUSOS1,nows,3.1209,6.233979473,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,gurobi_ReLUSOS1,ws,3.1302,6.233979473,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,ipopt_ReLUQuadratic,nows,299.8635,6.233977734,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,32760,ipopt_ReLUQuadratic,ws,299.4919,6.23397774,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,gurobi_ReLUBigM,nows,1.6599,9.441095743,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,gurobi_ReLUBigM,ws,1.6821,9.441095743,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,gurobi_ReLUQuadratic,nows,2.4351,9.441095743,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,gurobi_ReLUQuadratic,ws,2.4353,9.441095743,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,gurobi_ReLUSOS1,nows,3.5724,9.441095743,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,gurobi_ReLUSOS1,ws,3.7193,9.441095743,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,ipopt_ReLUQuadratic,nows,299.3855,9.441094123,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,34865,ipopt_ReLUQuadratic,ws,299.5897,15.39072765,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,gurobi_ReLUBigM,nows,1.4619,6.372283106,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,gurobi_ReLUBigM,ws,1.3749,6.372283106,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,gurobi_ReLUQuadratic,nows,1.9789,6.372283106,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,gurobi_ReLUQuadratic,ws,2.1479,6.372283106,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,gurobi_ReLUSOS1,nows,2.6617,6.372283106,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,gurobi_ReLUSOS1,ws,2.8994,6.372283106,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,ipopt_ReLUQuadratic,nows,299.6069,6.374702894,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,3608,ipopt_ReLUQuadratic,ws,299.2658,14.63392771,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,gurobi_ReLUBigM,nows,1.2942,9.308616613,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,gurobi_ReLUBigM,ws,1.2569,9.308616613,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,gurobi_ReLUQuadratic,nows,2.157,9.308616613,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,gurobi_ReLUQuadratic,ws,2.1649,9.308616613,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,gurobi_ReLUSOS1,nows,3.1902,9.308616613,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,gurobi_ReLUSOS1,ws,3.0461,9.308616613,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,ipopt_ReLUQuadratic,nows,299.3133,11.2987751,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,39703,ipopt_ReLUQuadratic,ws,299.2913,15.55023546,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,gurobi_ReLUBigM,nows,1.7257,6.59003564,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,gurobi_ReLUBigM,ws,1.7439,6.59003564,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,gurobi_ReLUQuadratic,nows,2.0126,6.590039069,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,gurobi_ReLUQuadratic,ws,1.964,6.590039069,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,gurobi_ReLUSOS1,nows,3.1229,6.590039069,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,gurobi_ReLUSOS1,ws,3.079,6.590039069,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,ipopt_ReLUQuadratic,nows,299.5386,6.746285559,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,45793,ipopt_ReLUQuadratic,ws,299.2935,9.621285926,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,gurobi_ReLUBigM,nows,1.1681,8.579150271,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,gurobi_ReLUBigM,ws,1.1507,8.579150271,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,gurobi_ReLUQuadratic,nows,2.2732,8.579150271,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,gurobi_ReLUQuadratic,ws,2.098,8.579150271,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,gurobi_ReLUSOS1,nows,3.1325,8.579150271,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,gurobi_ReLUSOS1,ws,3.2485,8.579150271,OPTIMAL,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,ipopt_ReLUQuadratic,nows,299.1456,8.579148526,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_20hidden_acc95.1_delta_5,8463,ipopt_ReLUQuadratic,ws,299.564,11.41340511,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUBigM,nows,26.3422,8.409858158,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUBigM,ws,22.0166,8.409858158,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUQuadratic,nows,33.7248,8.409858158,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUQuadratic,ws,33.8836,8.409858158,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUSOS1,nows,32.2244,8.409858158,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUSOS1,ws,31.2296,8.409858158,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,ipopt_ReLUQuadratic,nows,300.3245,14.83414281,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,11418,ipopt_ReLUQuadratic,ws,299.9152,22.18532744,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUBigM,nows,5.0527,7.187725954,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUBigM,ws,4.367,7.187725954,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUQuadratic,nows,7.272,7.187725954,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUQuadratic,ws,5.4677,7.187725954,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUSOS1,nows,7.4287,7.187725954,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUSOS1,ws,6.804,7.187725954,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,ipopt_ReLUQuadratic,nows,299.8178,15.58382277,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,12216,ipopt_ReLUQuadratic,ws,299.4495,22.31779784,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUBigM,nows,7.9005,15.30127144,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUBigM,ws,8.09,15.30127144,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUQuadratic,nows,13.7429,15.30127144,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUQuadratic,ws,8.9195,15.30127144,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUSOS1,nows,15.0452,15.30127144,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUSOS1,ws,8.7284,15.30127144,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,ipopt_ReLUQuadratic,nows,300.4737,17.86258964,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,25303,ipopt_ReLUQuadratic,ws,299.9155,17.98328388,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUBigM,nows,6.3697,8.251153355,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUBigM,ws,6.2568,8.251153355,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUQuadratic,nows,7.3905,8.251153355,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUQuadratic,ws,7.6523,8.251153355,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUSOS1,nows,8.5125,8.251153355,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUSOS1,ws,8.2509,8.251153355,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,ipopt_ReLUQuadratic,nows,300.9725,16.92485705,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,27143,ipopt_ReLUQuadratic,ws,299.6994,27.23964638,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUBigM,nows,30.0118,7.338025427,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUBigM,ws,30.9625,7.338025427,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUQuadratic,nows,26.0985,7.338025427,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUQuadratic,ws,26.6959,7.338025427,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUSOS1,nows,25.7628,7.338025427,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUSOS1,ws,28.8025,7.338025427,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,ipopt_ReLUQuadratic,nows,300.0657,10.53339455,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,32760,ipopt_ReLUQuadratic,ws,299.7572,16.61352,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUBigM,nows,9.6527,11.32780827,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUBigM,ws,12.761,11.32780827,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUQuadratic,nows,16.873,11.32780827,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUQuadratic,ws,18.5591,11.32780827,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUSOS1,nows,18.0145,11.32780827,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUSOS1,ws,17.7465,11.32780827,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,ipopt_ReLUQuadratic,nows,299.3831,14.58405692,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,34865,ipopt_ReLUQuadratic,ws,299.4169,25.79634533,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUBigM,nows,4.456,6.364673481,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUBigM,ws,4.6082,6.364673481,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUQuadratic,nows,6.1875,6.364911431,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUQuadratic,ws,6.1373,6.364911431,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUSOS1,nows,7.0872,6.364911431,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUSOS1,ws,7.195,6.364911431,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,ipopt_ReLUQuadratic,nows,299.4772,8.664799476,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,3608,ipopt_ReLUQuadratic,ws,299.314,19.75863157,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUBigM,nows,7.5611,12.55896329,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUBigM,ws,6.6271,12.55896329,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUQuadratic,nows,15.4387,12.55896329,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUQuadratic,ws,14.0765,12.55896329,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUSOS1,nows,16.2034,12.55896329,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUSOS1,ws,14.0124,12.55896329,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,ipopt_ReLUQuadratic,nows,300.3596,23.55715419,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,39703,ipopt_ReLUQuadratic,ws,300.2247,28.71694307,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUBigM,nows,5.6659,7.545611746,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUBigM,ws,7.9972,7.545611746,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUQuadratic,nows,10.5117,7.545650507,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUQuadratic,ws,10.1002,7.545650507,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUSOS1,nows,12.2719,7.545650507,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUSOS1,ws,11.0232,7.545650507,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,ipopt_ReLUQuadratic,nows,300.4244,9.413746897,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,45793,ipopt_ReLUQuadratic,ws,300.2733,15.71559867,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUBigM,nows,5.4115,7.109147776,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUBigM,ws,4.9428,7.109147776,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUQuadratic,nows,6.4519,7.109147776,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUQuadratic,ws,6.8327,7.109147776,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUSOS1,nows,6.7852,7.109147776,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUSOS1,ws,6.741,7.109147776,OPTIMAL,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,ipopt_ReLUQuadratic,nows,300.2719,11.16823299,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_40hidden_acc97.0_delta_5,8463,ipopt_ReLUQuadratic,ws,300.4768,13.91778712,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,gurobi_ReLUBigM,nows,113.3339,10.73022059,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,gurobi_ReLUBigM,ws,120.4474,10.73022059,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,gurobi_ReLUQuadratic,nows,86.9687,10.73022059,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,gurobi_ReLUQuadratic,ws,88.7329,10.73022029,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,gurobi_ReLUSOS1,nows,89.7369,10.73022059,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,gurobi_ReLUSOS1,ws,77.8237,10.73022046,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,ipopt_ReLUQuadratic,nows,300.6178,23.911086,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,11418,ipopt_ReLUQuadratic,ws,300.3707,27.12313302,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,gurobi_ReLUBigM,nows,68.6344,11.7813819,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,gurobi_ReLUBigM,ws,79.1446,11.7813819,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,gurobi_ReLUQuadratic,nows,66.7886,11.7813819,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,gurobi_ReLUQuadratic,ws,67.405,11.7813819,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,gurobi_ReLUSOS1,nows,70.8133,11.7813819,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,gurobi_ReLUSOS1,ws,69.9316,11.7813819,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,ipopt_ReLUQuadratic,nows,300.2069,21.4449404,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,12216,ipopt_ReLUQuadratic,ws,300.5417,31.35097463,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,gurobi_ReLUBigM,nows,47.7451,10.44620356,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,gurobi_ReLUBigM,ws,50.5967,10.44620356,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,gurobi_ReLUQuadratic,nows,86.6263,10.44620356,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,gurobi_ReLUQuadratic,ws,107.9215,10.4462035,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,gurobi_ReLUSOS1,nows,83.5728,10.44620356,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,gurobi_ReLUSOS1,ws,99.2894,10.4462035,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,ipopt_ReLUQuadratic,nows,301.0858,26.02708428,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,25303,ipopt_ReLUQuadratic,ws,300.1614,50.73897254,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,gurobi_ReLUBigM,nows,75.3634,12.75421313,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,gurobi_ReLUBigM,ws,65.4231,12.75421313,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,gurobi_ReLUQuadratic,nows,71.9695,12.75421313,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,gurobi_ReLUQuadratic,ws,71.8372,12.75421313,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,gurobi_ReLUSOS1,nows,77.2976,12.75421313,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,gurobi_ReLUSOS1,ws,69.189,12.75421313,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,ipopt_ReLUQuadratic,nows,300.3364,37.40252291,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,27143,ipopt_ReLUQuadratic,ws,300.6045,37.71947907,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,gurobi_ReLUBigM,nows,18.5492,4.796623857,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,gurobi_ReLUBigM,ws,26.4396,4.796623857,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,gurobi_ReLUQuadratic,nows,15.9917,4.796623857,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,gurobi_ReLUQuadratic,ws,22.0939,4.796623857,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,gurobi_ReLUSOS1,nows,18.4341,4.796623857,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,gurobi_ReLUSOS1,ws,23.0705,4.796623857,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,ipopt_ReLUQuadratic,nows,300.2515,23.32197071,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,32760,ipopt_ReLUQuadratic,ws,300.2781,38.71730114,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,gurobi_ReLUBigM,nows,94.6454,10.29866747,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,gurobi_ReLUBigM,ws,87.0693,10.29866747,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,gurobi_ReLUQuadratic,nows,89.7262,10.29866747,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,gurobi_ReLUQuadratic,ws,93.6291,10.29866747,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,gurobi_ReLUSOS1,nows,91.05,10.29866747,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,gurobi_ReLUSOS1,ws,94.6086,10.29866747,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,ipopt_ReLUQuadratic,nows,300.3832,21.98976066,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,34865,ipopt_ReLUQuadratic,ws,300.688,28.36245336,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,gurobi_ReLUBigM,nows,62.4659,7.382159291,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,gurobi_ReLUBigM,ws,61.3148,7.382159291,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,gurobi_ReLUQuadratic,nows,64.8247,7.382159291,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,gurobi_ReLUQuadratic,ws,54.1348,7.382159291,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,gurobi_ReLUSOS1,nows,70.9418,7.382159291,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,gurobi_ReLUSOS1,ws,55.7242,7.382159291,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,ipopt_ReLUQuadratic,nows,300.9828,14.79587434,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,3608,ipopt_ReLUQuadratic,ws,299.1391,32.31344959,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,39703,gurobi_ReLUBigM,nows,56.0341,13.82913225,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,39703,gurobi_ReLUBigM,ws,81.9653,13.82913225,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,39703,gurobi_ReLUQuadratic,nows,75.4059,13.82913225,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,39703,gurobi_ReLUQuadratic,ws,73.7832,13.82913225,OPTIMAL,TRUE
mnist_1layer_60hidden_acc97.1_delta_5,39703,gurobi_ReLUSOS1,nows,75.14,13.82913225,OPTIMAL,TRUE
