architecture,instance,method,warm_start,time,objective,status,success
mnist_3layer_20hidden_acc95.7_delta_5,11418,gurobi_ReLUSOS1,ws,297.9504,10.30039709,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,11418,ipopt_ReLUQuadratic,nows,300.0266,21.52101073,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,11418,ipopt_ReLUQuadratic,ws,299.0117,24.5339749,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_ReLUBigM,nows,117.9703,8.566318428,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_ReLUBigM,ws,208.7881,8.566318428,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_ReLUQuadratic,nows,301.4915,8.566318428,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_ReLUQuadratic,ws,301.7096,8.566318428,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_ReLUSOS1,nows,301.9854,8.566318428,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,gurobi_ReLUSOS1,ws,302.6609,8.566318428,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,ipopt_ReLUQuadratic,nows,299.7643,18.37030987,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,12216,ipopt_ReLUQuadratic,ws,299.3715,17.89171418,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_ReLUBigM,nows,154.6009,13.36154155,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_ReLUBigM,ws,257.679,13.36154155,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_ReLUQuadratic,nows,171.7672,13.36154155,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_ReLUQuadratic,ws,146.1412,13.36154155,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_ReLUSOS1,nows,152.712,13.36154155,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,gurobi_ReLUSOS1,ws,146.3269,13.36154155,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,ipopt_ReLUQuadratic,nows,299.3939,23.70499385,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,25303,ipopt_ReLUQuadratic,ws,299.5361,32.75207324,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_ReLUBigM,nows,225.2432,13.07615087,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_ReLUBigM,ws,159.7278,13.07615087,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_ReLUQuadratic,nows,79.6661,13.07615087,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_ReLUQuadratic,ws,244.6503,13.07615087,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_ReLUSOS1,nows,78.4586,13.07615087,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,gurobi_ReLUSOS1,ws,253.1084,13.07615087,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,ipopt_ReLUQuadratic,nows,300.0196,26.53193274,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,27143,ipopt_ReLUQuadratic,ws,299.2736,37.21524655,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_ReLUBigM,nows,184.1234,6.342326058,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_ReLUBigM,ws,148.0345,6.342326058,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_ReLUQuadratic,nows,301.085,6.342326058,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_ReLUQuadratic,ws,231.3001,6.342326058,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_ReLUSOS1,nows,302.4349,6.342326058,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,gurobi_ReLUSOS1,ws,216.0223,6.342326058,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,ipopt_ReLUQuadratic,nows,299.3365,20.66411962,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,32760,ipopt_ReLUQuadratic,ws,299.0557,36.01899107,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_ReLUBigM,nows,119.9818,11.42154392,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_ReLUBigM,ws,300.6122,11.42154392,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_ReLUQuadratic,nows,301.3352,11.42154392,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_ReLUQuadratic,ws,301.3023,11.42154392,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_ReLUSOS1,nows,302.0464,11.42154392,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,gurobi_ReLUSOS1,ws,302.2728,11.42154392,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,ipopt_ReLUQuadratic,nows,299.2519,22.82288532,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,34865,ipopt_ReLUQuadratic,ws,299.2447,32.54179085,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_ReLUBigM,nows,89.91,8.264839831,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_ReLUBigM,ws,64.0769,8.264839831,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_ReLUQuadratic,nows,301.1644,8.264839831,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_ReLUQuadratic,ws,301.2558,8.264839831,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_ReLUSOS1,nows,302.4744,8.264839831,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,gurobi_ReLUSOS1,ws,302.2733,8.264839831,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,ipopt_ReLUQuadratic,nows,299.773,11.74408357,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,3608,ipopt_ReLUQuadratic,ws,299.1046,20.36603586,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_ReLUBigM,nows,301.0993,9.300071779,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_ReLUBigM,ws,301.232,9.300071779,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_ReLUQuadratic,nows,301.1994,9.300071779,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_ReLUQuadratic,ws,301.2391,9.300071779,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_ReLUSOS1,nows,302.3374,9.300071779,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,gurobi_ReLUSOS1,ws,302.0704,9.300071779,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,ipopt_ReLUQuadratic,nows,299.8458,21.56611,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,39703,ipopt_ReLUQuadratic,ws,299.4116,34.7309967,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_ReLUBigM,nows,301.276,7.095018895,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_ReLUBigM,ws,290.6761,7.095018895,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_ReLUQuadratic,nows,229.719,7.095018895,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_ReLUQuadratic,ws,260.2151,7.095018895,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_ReLUSOS1,nows,302.2441,7.095018895,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,gurobi_ReLUSOS1,ws,302.4135,7.095018895,TIME_LIMIT,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,ipopt_ReLUQuadratic,nows,299.1324,12.526357,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,45793,ipopt_ReLUQuadratic,ws,299.8671,18.67090222,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_ReLUBigM,nows,58.6088,6.707773971,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_ReLUBigM,ws,58.5605,6.707773971,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_ReLUQuadratic,nows,84.7822,6.707773971,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_ReLUQuadratic,ws,96.7719,6.707773971,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_ReLUSOS1,nows,85.6779,6.707773971,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,gurobi_ReLUSOS1,ws,98.0502,6.707773971,OPTIMAL,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,ipopt_ReLUQuadratic,nows,299.872,15.47564906,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_20hidden_acc95.7_delta_5,8463,ipopt_ReLUQuadratic,ws,299.1963,27.37205307,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUBigM,nows,301.0497,10.62230933,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUBigM,ws,300.6951,10.32056448,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUQuadratic,nows,301.2813,11.02250328,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUQuadratic,ws,301.6318,10.84636484,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUSOS1,nows,301.985,11.02250328,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,gurobi_ReLUSOS1,ws,301.9119,10.84636484,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,ipopt_ReLUQuadratic,nows,299.5464,25.69253334,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,11418,ipopt_ReLUQuadratic,ws,300.1174,26.57897078,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUBigM,nows,300.8028,6.729953547,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUBigM,ws,300.8699,6.571983407,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUQuadratic,nows,301.5989,6.714027017,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUQuadratic,ws,301.4235,7.190452121,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUSOS1,nows,302.2656,6.714027017,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,gurobi_ReLUSOS1,ws,302.3457,7.190452121,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,ipopt_ReLUQuadratic,nows,300.3989,31.19684806,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,12216,ipopt_ReLUQuadratic,ws,301.013,31.63223797,UNKNOWN_STATUS_NUMERICAL_ERROR,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUBigM,nows,300.9763,9.042967502,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUBigM,ws,300.7064,10.62711416,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUQuadratic,nows,301.3625,10.87201178,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUQuadratic,ws,301.4689,11.20433818,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUSOS1,nows,302.0917,10.87201178,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,gurobi_ReLUSOS1,ws,302.3799,11.20433818,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,ipopt_ReLUQuadratic,nows,300.956,62.04189059,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,25303,ipopt_ReLUQuadratic,ws,299.1675,62.89995217,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUBigM,nows,300.7216,12.73893722,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUBigM,ws,300.752,13.24810542,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUQuadratic,nows,301.9032,12.73893722,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUQuadratic,ws,301.2773,12.73893722,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUSOS1,nows,302.5854,12.73893722,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,gurobi_ReLUSOS1,ws,302.0072,12.73893722,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,ipopt_ReLUQuadratic,nows,300.7981,58.71918148,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,27143,ipopt_ReLUQuadratic,ws,300.1612,51.74521681,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUBigM,nows,300.8114,2.917978905,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUBigM,ws,300.6488,2.921135765,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUQuadratic,nows,301.3431,2.917978905,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUQuadratic,ws,301.2197,2.917978905,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUSOS1,nows,302.1328,2.917978905,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,gurobi_ReLUSOS1,ws,302.0449,2.917978905,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,ipopt_ReLUQuadratic,nows,300.5489,52.6279524,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,32760,ipopt_ReLUQuadratic,ws,299.0764,58.65065538,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUBigM,nows,300.7275,9.531895915,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUBigM,ws,301.008,8.748752341,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUQuadratic,nows,301.1124,7.584787628,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUQuadratic,ws,301.0317,9.378850253,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUSOS1,nows,301.9711,7.584787628,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,gurobi_ReLUSOS1,ws,301.8598,9.378850253,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,ipopt_ReLUQuadratic,nows,299.3575,43.21886683,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,34865,ipopt_ReLUQuadratic,ws,299.9947,50.55055451,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUBigM,nows,301.0972,9.805882663,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUBigM,ws,300.7697,9.948105998,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUQuadratic,nows,301.3619,10.75180937,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUQuadratic,ws,301.7262,9.932673669,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUSOS1,nows,301.9557,10.75180937,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,gurobi_ReLUSOS1,ws,302.3111,10.3799267,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,ipopt_ReLUQuadratic,nows,299.7481,38.83727138,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,3608,ipopt_ReLUQuadratic,ws,300.4586,42.83814336,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUBigM,nows,300.7816,14.35478579,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUBigM,ws,301.1499,14.1697004,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUQuadratic,nows,301.2085,12.94763769,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUQuadratic,ws,301.0821,13.23966777,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUSOS1,nows,301.9924,12.94763769,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,gurobi_ReLUSOS1,ws,301.9327,13.23966777,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,ipopt_ReLUQuadratic,nows,299.7267,37.64408871,UNKNOWN_STATUS_NUMERICAL_ERROR,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,39703,ipopt_ReLUQuadratic,ws,300.1366,56.95454238,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUBigM,nows,300.623,4.752606341,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUBigM,ws,300.9313,4.517060714,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUQuadratic,nows,301.1206,4.636059708,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUQuadratic,ws,301.2145,4.534878205,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUSOS1,nows,301.8176,4.767356105,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,gurobi_ReLUSOS1,ws,302.367,4.559767071,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,ipopt_ReLUQuadratic,nows,300.4916,37.82199516,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,45793,ipopt_ReLUQuadratic,ws,300.6558,40.227128,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUBigM,nows,300.6786,5.56486399,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUBigM,ws,300.7411,5.57507461,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUQuadratic,nows,301.3243,6.652557088,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUQuadratic,ws,301.3006,6.083588456,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUSOS1,nows,302.0845,7.336816047,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,gurobi_ReLUSOS1,ws,302.0704,6.083588456,TIME_LIMIT,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,ipopt_ReLUQuadratic,nows,300.2518,40.67926509,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_40hidden_acc97.0_delta_5,8463,ipopt_ReLUQuadratic,ws,300.8925,56.76612396,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_ReLUBigM,nows,301.153,25.99596735,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_ReLUBigM,ws,300.775,17.69003118,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_ReLUQuadratic,nows,301.026,19.50067482,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_ReLUQuadratic,ws,301.1632,17.86195999,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_ReLUSOS1,nows,301.9068,19.50067482,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,gurobi_ReLUSOS1,ws,302.1533,17.86195999,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,ipopt_ReLUQuadratic,nows,300.3082,30.19823468,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,11418,ipopt_ReLUQuadratic,ws,301.3461,29.61814444,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_ReLUBigM,nows,300.9319,16.48436012,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_ReLUBigM,ws,300.6719,17.35305509,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_ReLUQuadratic,nows,301.0314,13.31748675,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_ReLUQuadratic,ws,301.0008,11.87119382,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_ReLUSOS1,nows,301.8917,13.31748675,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,gurobi_ReLUSOS1,ws,302.0638,11.87119382,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,ipopt_ReLUQuadratic,nows,300.7336,42.49050903,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,12216,ipopt_ReLUQuadratic,ws,299.7475,41.67559531,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_ReLUBigM,nows,300.7364,10.58504344,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_ReLUBigM,ws,300.6215,9.047458614,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_ReLUQuadratic,nows,301.2581,9.356689271,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_ReLUQuadratic,ws,301.2581,14.71077865,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_ReLUSOS1,nows,302.1577,9.356689271,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,gurobi_ReLUSOS1,ws,302.1542,14.71077865,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,ipopt_ReLUQuadratic,nows,300.962,61.76061839,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,25303,ipopt_ReLUQuadratic,ws,300.1988,62.60411807,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_ReLUBigM,nows,301.0847,12.66079798,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_ReLUBigM,ws,300.6606,27.72097397,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_ReLUQuadratic,nows,301.3161,11.29759292,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_ReLUQuadratic,ws,301.0793,11.86740385,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_ReLUSOS1,nows,301.9606,11.06749634,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,gurobi_ReLUSOS1,ws,302.2802,11.12351825,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,ipopt_ReLUQuadratic,nows,310.3806,62.26855993,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,27143,ipopt_ReLUQuadratic,ws,300.4603,63.15958269,UNKNOWN_STATUS_LOCALLY_SOLVED,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,32760,gurobi_ReLUBigM,nows,300.6389,4.04580354,TIME_LIMIT,TRUE
mnist_3layer_60hidden_acc97.3_delta_5,32760,gurobi_ReLUBigM,ws,300.5945,3.973716288,TIME_LIMIT,TRUE
