mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-30-10-20-20-2.aux,0,Feasible,Proved,399773,99497.3
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-30-10-20-20-3.aux,4,Feasible,Proved,299818,99554.6
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge800-3.aux,8,Feasible,Proved,-20.8215,-135.065
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-80_2-2-2_002.aux,0,Feasible,Proved,76,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge1000-4.aux,6,Feasible,Proved,-59.7361,-116.974
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general20-30-10-20-20-1.aux,4,Feasible,Proved,199904,99626.7
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge1000-9.aux,17,Feasible,Proved,-67.4193,-118.093
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_460_7.aux,1,Feasible,Proved,49.5148,-128.787
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_360_6.aux,0,Feasible,Proved,-99.6667,-150.944
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge800-6.aux,8,Feasible,Proved,53.5828,-119.299
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge500-6.aux,4,Feasible,Proved,-84.3118,-113.89
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge800-5.aux,10,Feasible,Proved,20.0853,-123.295
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-80_3-3-3_007.aux,0,Feasible,Proved,75,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-50_3-3-1_015.aux,0,Feasible,Proved,43,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge500-5.aux,4,Feasible,Proved,-9.18869,-150.207
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-50_3-3-1_007.aux,0,Feasible,Proved,45,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-20-20-20-8.aux,1,Feasible,Proved,199759,99660.1
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/tree-80_2-2-2_001.aux,0,Feasible,Proved,77,0
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-20-20-20-2.aux,6,Feasible,Proved,99980,99559.9
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-30-10-20-20-4.aux,4,Feasible,Proved,99583,99324.6
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/miblp_20_20_50_0110_15_5.aux,0,Feasible,Proved,-49,-630.328
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-20-20-20-20-10.aux,63,Feasible,Proved,99652,99437
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_460_5.aux,2,Feasible,Proved,-26.0739,-143.622
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/bmilplib_360_2.aux,0,Feasible,Proved,-85.2,-166.606
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/general30-30-10-20-20-1.aux,0,Feasible,Proved,16,-413
mibs_first,/home/utr_lefebvre/counterfactual/code/bobilib/data/xuLarge700-4.aux,9,Feasible,Proved,-20.4117,-122.99
